,Party 1,Party 2,Source,Target,Weight,Type
65731,R,R,Jim Jordan,Kenny Marchant,0.295741643,Undirected
65735,R,R,Jim Jordan,Kevin McCarthy,0.174355169,Undirected
65904,R,R,Jim Jordan,Kevin Yoder,0.35215346,Undirected
65760,R,R,Jim Jordan,Kristi Noem,0.139873207,Undirected
65833,R,R,Jim Jordan,Lamar Smith,0.332709262,Undirected
65908,R,R,Jim Jordan,Lee Zeldin,0.045993184,Undirected
65707,R,R,Jim Jordan,Leonard Lance,0.137266193,Undirected
65746,R,R,Jim Jordan,Luke Messer,0.334777913,Undirected
65669,R,R,Jim Jordan,Lynn Jenkins,0.377399124,Undirected
65883,R,R,Jim Jordan,Lynn Westmoreland,0.228062026,Undirected
65858,R,R,Jim Jordan,Mac Thornberry,0.184424107,Undirected
65744,R,R,Jim Jordan,Mark Meadows,0.428195901,Undirected
65898,R,R,Jim Jordan,Mark Walker,0.337664409,Undirected
65747,R,R,Jim Jordan,Markwayne Mullin,0.212268912,Undirected
65850,R,R,Jim Jordan,Marlin Stutzman,0.336782458,Undirected
65823,R,R,Jim Jordan,Marshall Sanford,0.132829125,Undirected
65753,R,R,Jim Jordan,Martha McSally,0.064601297,Undirected
65811,R,R,Jim Jordan,Martha Roby,0.147613099,Undirected
65821,R,R,Jim Jordan,Matt Salmon,0.476650479,Undirected
65719,R,R,Jim Jordan,Mia Love,0.28704271,Undirected
65730,R,R,Jim Jordan,Michael McCaul,0.244326619,Undirected
65835,R,R,Jim Jordan,Michael Simpson,0.051240705,Undirected
65861,R,R,Jim Jordan,Michael Turner,0.075641762,Undirected
65741,R,R,Jim Jordan,Mick Mulvaney,0.406853761,Undirected
65682,R,R,Jim Jordan,Mike Kelly,0.095334409,Undirected
65782,R,R,Jim Jordan,Mike Pompeo,0.353383523,Undirected
65799,R,R,Jim Jordan,Mike Rogers,0.180920891,Undirected
65899,R,R,Jim Jordan,Mimi Walters,0.153935063,Undirected
65729,R,R,Jim Jordan,Patrick McHenry,0.238068881,Undirected
65740,R,R,Jim Jordan,Patrick Meehan,0.054888952,Undirected
65860,R,R,Jim Jordan,Patrick Tiberi,0.14163941,Undirected
65798,R,R,Jim Jordan,Paul Ryan,0.211286477,Undirected
65765,R,R,Jim Jordan,Pete Olson,0.374426725,Undirected
65827,R,R,Jim Jordan,Pete Sessions,0.318168334,Undirected
65677,R,R,Jim Jordan,Peter King,0.018949022,Undirected
65803,R,R,Jim Jordan,Peter Roskam,0.119509142,Undirected
65759,R,R,Jim Jordan,Randy Neugebauer,0.390538495,Undirected
65895,R,R,Jim Jordan,Randy Weber,0.385783216,Undirected
65711,R,R,Jim Jordan,Raúl Labrador,0.415362494,Undirected
65808,R,R,Jim Jordan,Reid Ribble,0.126230551,Undirected
65761,R,R,Jim Jordan,Richard Nugent,0.180761948,Undirected
65892,R,R,Jim Jordan,Rob Woodall,0.296429548,Undirected
65706,R,R,Jim Jordan,Robert Latta,0.265114975,Undirected
65785,R,R,Jim Jordan,Robert Pittenger,0.292464068,Undirected
65888,R,R,Jim Jordan,Robert Wittman,0.343203691,Undirected
65897,R,R,Jim Jordan,Roger Williams,0.276080198,Undirected
65909,R,R,Jim Jordan,Ryan Zinke,0.145402845,Undirected
65784,R,R,Jim Jordan,Scott Perry,0.369710448,Undirected
65866,R,R,Jim Jordan,Scott Tipton,0.342259168,Undirected
65773,R,R,Jim Jordan,Stevan Pearce,0.372758196,Undirected
65678,R,R,Jim Jordan,Steve King,0.321685671,Undirected
65690,R,R,Jim Jordan,Steve Knight,0.183918523,Undirected
65820,R,R,Jim Jordan,Steve Russell,0.275933556,Undirected
65844,R,R,Jim Jordan,Steve Scalise,0.199880344,Undirected
65849,R,R,Jim Jordan,Steve Stivers,0.068263024,Undirected
65891,R,R,Jim Jordan,Steve Womack,0.115866005,Undirected
65781,R,R,Jim Jordan,Steven Palazzo,0.215078041,Undirected
65775,R,R,Jim Jordan,Ted Poe,0.431595965,Undirected
65906,R,R,Jim Jordan,Ted Yoho,0.217166951,Undirected
65742,R,R,Jim Jordan,Thomas Massie,0.073077646,Undirected
65805,R,R,Jim Jordan,Thomas Rooney,0.173487095,Undirected
65728,R,R,Jim Jordan,Tim Murphy,0.097643895,Undirected
65885,R,R,Jim Jordan,Tim Walberg,0.317599629,Undirected
65812,R,R,Jim Jordan,Todd Rokita,0.248953454,Undirected
65905,R,R,Jim Jordan,Todd Young,0.12225959,Undirected
65749,R,R,Jim Jordan,Tom MacArthur,0.068305108,Undirected
65738,R,R,Jim Jordan,Tom Marino,0.08498891,Undirected
65737,R,R,Jim Jordan,Tom McClintock,0.090004904,Undirected
65774,R,R,Jim Jordan,Tom Price,0.405229329,Undirected
65806,R,R,Jim Jordan,Tom Reed,0.08493322,Undirected
65814,R,R,Jim Jordan,Tom Rice,0.33267244,Undirected
65691,R,R,Jim Jordan,Trent Kelly,0.016317416,Undirected
63390,R,R,Jody Hice,Aaron Schock,0.00730761,Undirected
63228,R,R,Jody Hice,Adam Kinzinger,0.161868152,Undirected
63387,R,R,Jody Hice,Adrian Smith,0.38678867,Undirected
63296,R,R,Jody Hice,Alex Mooney,0.346190674,Undirected
63438,R,R,Jody Hice,Ann Wagner,0.252839384,Undirected
63396,R,R,Jody Hice,Austin Scott,0.455834317,Undirected
63263,R,R,Jody Hice,Barry Loudermilk,0.438631694,Undirected
63215,R,R,Jody Hice,Bill Johnson,0.402087367,Undirected
63325,R,R,Jody Hice,Bill Posey,0.348091913,Undirected
63382,R,R,Jody Hice,Bill Shuster,0.223193802,Undirected
63257,R,R,Jody Hice,Billy Long,0.252846935,Undirected
63253,R,R,Jody Hice,Blaine Luetkemeyer,0.269973232,Undirected
63441,R,R,Jody Hice,Brad Wenstrup,0.455052378,Undirected
63334,R,R,Jody Hice,Bruce Poliquin,0.283845846,Undirected
63445,R,R,Jody Hice,Bruce Westerman,0.415879137,Undirected
63272,R,R,Jody Hice,Candice Miller,0.277748932,Undirected
63277,R,R,Jody Hice,Cathy McMorris Rodgers,0.244990233,Undirected
63398,R,R,Jody Hice,Chris Stewart,0.303271221,Undirected
63377,R,R,Jody Hice,Christopher Smith,0.066769445,Undirected
63255,R,R,Jody Hice,Cynthia Lummis,0.274604061,Undirected
63309,R,R,Jody Hice,Dan Newhouse,0.185783936,Undirected
63338,R,R,Jody Hice,Dana Rohrabacher,0.237552124,Undirected
63434,R,R,Jody Hice,Daniel Webster,0.285437622,Undirected
63206,R,R,Jody Hice,Darrell Issa,0.301204896,Undirected
63415,R,R,Jody Hice,Dave Trott,0.236668511,Undirected
63218,R,R,Jody Hice,David Jolly,0.082170888,Undirected
63217,R,R,Jody Hice,David Joyce,0.184518326,Undirected
63284,R,R,Jody Hice,David McKinley,0.101920827,Undirected
63347,R,R,Jody Hice,David Reichert,0.075163214,Undirected
63349,R,R,Jody Hice,David Roe,0.283430615,Undirected
63364,R,R,Jody Hice,David Rouzer,0.418700719,Undirected
63392,R,R,Jody Hice,David Schweikert,0.331277446,Undirected
63420,R,R,Jody Hice,David Valadao,0.196773439,Undirected
63452,R,R,Jody Hice,David Young,0.309553254,Undirected
63358,R,R,Jody Hice,Dennis Ross,0.206347436,Undirected
63303,R,R,Jody Hice,Devin Nunes,0.207827294,Undirected
63447,R,R,Jody Hice,Don Young,0.083825916,Undirected
63258,R,R,Jody Hice,Doug LaMalfa,0.284472397,Undirected
63249,R,R,Jody Hice,Doug Lamborn,0.431886528,Undirected
63425,R,R,Jody Hice,Ed Whitfield,0.130712147,Undirected
63355,R,R,Jody Hice,Edward Rigell,0.218676766,Undirected
63341,R,R,Jody Hice,Edward Royce,0.316919006,Undirected
63401,R,R,Jody Hice,Elise Stefanik,0.029232886,Undirected
63322,R,R,Jody Hice,Erik Paulsen,0.33778062,Undirected
63219,R,R,Jody Hice,Evan Jenkins,0.2433549,Undirected
63370,R,R,Jody Hice,F. Sensenbrenner,0.080147411,Undirected
63243,R,R,Jody Hice,Frank LoBiondo,0.059287288,Undirected
63241,R,R,Jody Hice,Frank Lucas,0.209472905,Undirected
63416,R,R,Jody Hice,Fred Upton,0.132513214,Undirected
63204,R,R,Jody Hice,French Hill,0.430361724,Undirected
63333,R,R,Jody Hice,Gary Palmer,0.450196199,Undirected
63408,R,R,Jody Hice,Glenn Thompson,0.177269001,Undirected
63426,R,R,Jody Hice,Greg Walden,0.150593083,Undirected
63337,R,R,Jody Hice,Harold Rogers,0.14486797,Undirected
63339,R,R,Jody Hice,Ileana Ros-Lehtinen,0.077966267,Undirected
63439,R,R,Jody Hice,Jackie Walorski,0.371429475,Undirected
63352,R,R,Jody Hice,James Renacci,0.319937069,Undirected
63400,R,R,Jody Hice,Jason Smith,0.441450097,Undirected
63271,R,R,Jody Hice,Jeff Miller,0.43457709,Undirected
63213,R,R,Jody Hice,Jim Jordan,0.451212906,Undirected
63427,R,R,Jody Hice,Joe Wilson,0.387944481,Undirected
63234,R,R,Jody Hice,John Katko,0.020778809,Undirected
63224,R,R,Jody Hice,John Kline,0.28817728,Undirected
63268,R,R,Jody Hice,John Mica,0.356624986,Undirected
63295,R,R,Jody Hice,John Moolenaar,0.295232738,Undirected
63362,R,R,Jody Hice,John Ratcliffe,0.485667318,Undirected
63374,R,R,Jody Hice,John Shimkus,0.158426707,Undirected
63316,R,R,Jody Hice,Joseph Pitts,0.313454711,Undirected
63360,R,R,Jody Hice,Keith Rothfus,0.393593195,Undirected
63276,R,R,Jody Hice,Kenny Marchant,0.343576334,Undirected
63280,R,R,Jody Hice,Kevin McCarthy,0.282876914,Undirected
63449,R,R,Jody Hice,Kevin Yoder,0.481384279,Undirected
63305,R,R,Jody Hice,Kristi Noem,0.235333299,Undirected
63378,R,R,Jody Hice,Lamar Smith,0.396679827,Undirected
63453,R,R,Jody Hice,Lee Zeldin,0.072187564,Undirected
63252,R,R,Jody Hice,Leonard Lance,0.270954056,Undirected
63291,R,R,Jody Hice,Luke Messer,0.401836946,Undirected
63214,R,R,Jody Hice,Lynn Jenkins,0.477884592,Undirected
63428,R,R,Jody Hice,Lynn Westmoreland,0.243928307,Undirected
63403,R,R,Jody Hice,Mac Thornberry,0.294966949,Undirected
63289,R,R,Jody Hice,Mark Meadows,0.464232922,Undirected
63443,R,R,Jody Hice,Mark Walker,0.429072019,Undirected
63292,R,R,Jody Hice,Markwayne Mullin,0.329683068,Undirected
63395,R,R,Jody Hice,Marlin Stutzman,0.390077935,Undirected
63368,R,R,Jody Hice,Marshall Sanford,0.111710724,Undirected
63298,R,R,Jody Hice,Martha McSally,0.127555035,Undirected
63356,R,R,Jody Hice,Martha Roby,0.249400707,Undirected
63366,R,R,Jody Hice,Matt Salmon,0.40656399,Undirected
63264,R,R,Jody Hice,Mia Love,0.455160998,Undirected
63275,R,R,Jody Hice,Michael McCaul,0.327132063,Undirected
63380,R,R,Jody Hice,Michael Simpson,0.119117421,Undirected
63406,R,R,Jody Hice,Michael Turner,0.152002633,Undirected
63286,R,R,Jody Hice,Mick Mulvaney,0.332898572,Undirected
63227,R,R,Jody Hice,Mike Kelly,0.166869507,Undirected
63327,R,R,Jody Hice,Mike Pompeo,0.376104066,Undirected
63344,R,R,Jody Hice,Mike Rogers,0.316498723,Undirected
63444,R,R,Jody Hice,Mimi Walters,0.255760869,Undirected
63274,R,R,Jody Hice,Patrick McHenry,0.366137196,Undirected
63285,R,R,Jody Hice,Patrick Meehan,0.114335836,Undirected
63405,R,R,Jody Hice,Patrick Tiberi,0.243196958,Undirected
63343,R,R,Jody Hice,Paul Ryan,0.343783844,Undirected
63310,R,R,Jody Hice,Pete Olson,0.417754251,Undirected
63372,R,R,Jody Hice,Pete Sessions,0.419260571,Undirected
63222,R,R,Jody Hice,Peter King,0.058810124,Undirected
63348,R,R,Jody Hice,Peter Roskam,0.176371573,Undirected
63304,R,R,Jody Hice,Randy Neugebauer,0.45125937,Undirected
63440,R,R,Jody Hice,Randy Weber,0.424186743,Undirected
63256,R,R,Jody Hice,Raúl Labrador,0.330415539,Undirected
63353,R,R,Jody Hice,Reid Ribble,0.173309602,Undirected
63306,R,R,Jody Hice,Richard Nugent,0.213903528,Undirected
63437,R,R,Jody Hice,Rob Woodall,0.419699512,Undirected
63251,R,R,Jody Hice,Robert Latta,0.386918123,Undirected
63330,R,R,Jody Hice,Robert Pittenger,0.417211201,Undirected
63433,R,R,Jody Hice,Robert Wittman,0.423307695,Undirected
63442,R,R,Jody Hice,Roger Williams,0.38659697,Undirected
63454,R,R,Jody Hice,Ryan Zinke,0.278098498,Undirected
63210,R,R,Jody Hice,Sam Johnson,0.431461677,Undirected
63329,R,R,Jody Hice,Scott Perry,0.377435156,Undirected
63411,R,R,Jody Hice,Scott Tipton,0.437645693,Undirected
63318,R,R,Jody Hice,Stevan Pearce,0.444506116,Undirected
63223,R,R,Jody Hice,Steve King,0.375308678,Undirected
63235,R,R,Jody Hice,Steve Knight,0.315172235,Undirected
63365,R,R,Jody Hice,Steve Russell,0.359785153,Undirected
63389,R,R,Jody Hice,Steve Scalise,0.313438407,Undirected
63394,R,R,Jody Hice,Steve Stivers,0.15830499,Undirected
63436,R,R,Jody Hice,Steve Womack,0.216870338,Undirected
63326,R,R,Jody Hice,Steven Palazzo,0.345897128,Undirected
63320,R,R,Jody Hice,Ted Poe,0.447854249,Undirected
63451,R,R,Jody Hice,Ted Yoho,0.23109452,Undirected
63287,R,R,Jody Hice,Thomas Massie,0.037132967,Undirected
63350,R,R,Jody Hice,Thomas Rooney,0.274095439,Undirected
63273,R,R,Jody Hice,Tim Murphy,0.19168142,Undirected
63430,R,R,Jody Hice,Tim Walberg,0.454330704,Undirected
63357,R,R,Jody Hice,Todd Rokita,0.32726432,Undirected
63450,R,R,Jody Hice,Todd Young,0.24193735,Undirected
63294,R,R,Jody Hice,Tom MacArthur,0.119069457,Undirected
63283,R,R,Jody Hice,Tom Marino,0.151642258,Undirected
63282,R,R,Jody Hice,Tom McClintock,0.079807286,Undirected
63319,R,R,Jody Hice,Tom Price,0.485612966,Undirected
63351,R,R,Jody Hice,Tom Reed,0.156972794,Undirected
63359,R,R,Jody Hice,Tom Rice,0.442932636,Undirected
63236,R,R,Jody Hice,Trent Kelly,0.023870947,Undirected
63211,R,R,Jody Hice,Walter Jones,0.038211663,Undirected
63205,R,R,Jody Hice,Will Hurd,0.31032546,Undirected
3814,R,R,Joe Barton,Aaron Schock,0.004978892,Undirected
3652,R,R,Joe Barton,Adam Kinzinger,0.190845177,Undirected
3811,R,R,Joe Barton,Adrian Smith,0.469101963,Undirected
3720,R,R,Joe Barton,Alex Mooney,0.297926062,Undirected
3498,R,R,Joe Barton,Ander Crenshaw,0.410712391,Undirected
3613,R,R,Joe Barton,Andy Harris,0.27675362,Undirected
3862,R,R,Joe Barton,Ann Wagner,0.456665517,Undirected
3820,R,R,Joe Barton,Austin Scott,0.421990105,Undirected
3529,R,R,Joe Barton,Barbara Comstock,0.326126758,Undirected
3687,R,R,Joe Barton,Barry Loudermilk,0.305965273,Undirected
3577,R,R,Joe Barton,Bill Flores,0.448851579,Undirected
3618,R,R,Joe Barton,Bill Huizenga,0.394970094,Undirected
3639,R,R,Joe Barton,Bill Johnson,0.433469541,Undirected
3749,R,R,Joe Barton,Bill Posey,0.283500433,Undirected
3806,R,R,Joe Barton,Bill Shuster,0.37496577,Undirected
3681,R,R,Joe Barton,Billy Long,0.325549336,Undirected
3677,R,R,Joe Barton,Blaine Luetkemeyer,0.480795433,Undirected
3576,R,R,Joe Barton,Blake Farenthold,0.308125018,Undirected
3544,R,R,Joe Barton,Bob Dold,0.016891224,Undirected
3592,R,R,Joe Barton,Bob Gibbs,0.366953949,Undirected
3579,R,R,Joe Barton,Bob Goodlatte,0.445779735,Undirected
3865,R,R,Joe Barton,Brad Wenstrup,0.410395639,Undirected
3480,R,R,Joe Barton,Bradley Byrne,0.385926916,Undirected
3589,R,R,Joe Barton,Brett Guthrie,0.480800935,Undirected
3482,R,R,Joe Barton,Brian Babin,0.377037908,Undirected
3758,R,R,Joe Barton,Bruce Poliquin,0.315887641,Undirected
3869,R,R,Joe Barton,Bruce Westerman,0.48165222,Undirected
3528,R,R,Joe Barton,Buddy Carter,0.431139717,Undirected
3696,R,R,Joe Barton,Candice Miller,0.409681309,Undirected
3531,R,R,Joe Barton,Carlos Curbelo,0.065226015,Undirected
3701,R,R,Joe Barton,Cathy McMorris Rodgers,0.446082685,Undirected
3463,R,R,Joe Barton,Charles Boustany,0.387265556,Undirected
3541,R,R,Joe Barton,Charles Dent,0.181120603,Undirected
3575,R,R,Joe Barton,Charles Fleischmann,0.472211646,Undirected
3521,R,R,Joe Barton,Chris Collins,0.380549582,Undirected
3822,R,R,Joe Barton,Chris Stewart,0.389860743,Undirected
3593,R,R,Joe Barton,Christopher Gibson,0.003329634,Undirected
3801,R,R,Joe Barton,Christopher Smith,0.257686279,Undirected
3626,R,R,Joe Barton,Cresent Hardy,0.369367611,Undirected
3527,R,R,Joe Barton,Curtis Clawson,0.282505911,Undirected
3679,R,R,Joe Barton,Cynthia Lummis,0.194491081,Undirected
3468,R,R,Joe Barton,Dan Benishek,0.225174346,Undirected
3733,R,R,Joe Barton,Dan Newhouse,0.303842766,Undirected
3762,R,R,Joe Barton,Dana Rohrabacher,0.174544419,Undirected
3555,R,R,Joe Barton,Daniel Donovan,0.030042083,Undirected
3858,R,R,Joe Barton,Daniel Webster,0.388823169,Undirected
3630,R,R,Joe Barton,Darrell Issa,0.424582233,Undirected
3839,R,R,Joe Barton,Dave Trott,0.425608592,Undirected
3481,R,R,Joe Barton,David Brat,0.233447506,Undirected
3642,R,R,Joe Barton,David Jolly,0.175501186,Undirected
3641,R,R,Joe Barton,David Joyce,0.198249712,Undirected
3708,R,R,Joe Barton,David McKinley,0.240967932,Undirected
3771,R,R,Joe Barton,David Reichert,0.191279279,Undirected
3773,R,R,Joe Barton,David Roe,0.311929423,Undirected
3788,R,R,Joe Barton,David Rouzer,0.370502143,Undirected
3816,R,R,Joe Barton,David Schweikert,0.273912574,Undirected
3844,R,R,Joe Barton,David Valadao,0.308640225,Undirected
3876,R,R,Joe Barton,David Young,0.428436128,Undirected
3782,R,R,Joe Barton,Dennis Ross,0.306040969,Undirected
3727,R,R,Joe Barton,Devin Nunes,0.398644732,Undirected
3469,R,R,Joe Barton,Diane Black,0.461588923,Undirected
3871,R,R,Joe Barton,Don Young,0.116455846,Undirected
3522,R,R,Joe Barton,Doug Collins,0.306388663,Undirected
3682,R,R,Joe Barton,Doug LaMalfa,0.326090368,Undirected
3673,R,R,Joe Barton,Doug Lamborn,0.459958639,Undirected
3611,R,R,Joe Barton,Duncan Hunter,0.299310458,Undirected
3849,R,R,Joe Barton,Ed Whitfield,0.276984366,Undirected
3779,R,R,Joe Barton,Edward Rigell,0.246940184,Undirected
3765,R,R,Joe Barton,Edward Royce,0.40397104,Undirected
3825,R,R,Joe Barton,Elise Stefanik,0.147445088,Undirected
3518,R,R,Joe Barton,Eric Crawford,0.3595871,Undirected
3746,R,R,Joe Barton,Erik Paulsen,0.278419709,Undirected
3643,R,R,Joe Barton,Evan Jenkins,0.24694229,Undirected
3794,R,R,Joe Barton,F. Sensenbrenner,0.067928585,Undirected
3597,R,R,Joe Barton,Frank Guinta,0.388946027,Undirected
3667,R,R,Joe Barton,Frank LoBiondo,0.050687011,Undirected
3665,R,R,Joe Barton,Frank Lucas,0.44684105,Undirected
3840,R,R,Joe Barton,Fred Upton,0.337112183,Undirected
3628,R,R,Joe Barton,French Hill,0.427841494,Undirected
3474,R,R,Joe Barton,Garland Barr,0.430402734,Undirected
3602,R,R,Joe Barton,Garret Graves,0.409398708,Undirected
3757,R,R,Joe Barton,Gary Palmer,0.38892713,Undirected
3623,R,R,Joe Barton,George Holding,0.328031518,Undirected
3601,R,R,Joe Barton,Glenn Grothman,0.361854903,Undirected
3832,R,R,Joe Barton,Glenn Thompson,0.254187882,Undirected
3850,R,R,Joe Barton,Greg Walden,0.334925576,Undirected
3609,R,R,Joe Barton,Gregg Harper,0.424564011,Undirected
3464,R,R,Joe Barton,Gus Bilirakis,0.450549927,Undirected
3596,R,R,Joe Barton,H. Griffith,0.243373525,Undirected
3761,R,R,Joe Barton,Harold Rogers,0.393677112,Undirected
3763,R,R,Joe Barton,Ileana Ros-Lehtinen,0.097133844,Undirected
3566,R,R,Joe Barton,J. Forbes,0.368255356,Undirected
3863,R,R,Joe Barton,Jackie Walorski,0.443349255,Undirected
3616,R,R,Joe Barton,Jaime Herrera Beutler,0.144108324,Undirected
3776,R,R,Joe Barton,James Renacci,0.349524695,Undirected
3512,R,R,Joe Barton,Jason Chaffetz,0.260715007,Undirected
3824,R,R,Joe Barton,Jason Smith,0.375029798,Undirected
3607,R,R,Joe Barton,Jeb Hensarling,0.457054331,Undirected
3543,R,R,Joe Barton,Jeff Denham,0.168162002,Undirected
3546,R,R,Joe Barton,Jeff Duncan,0.227507617,Undirected
3568,R,R,Joe Barton,Jeff Fortenberry,0.289219242,Undirected
3695,R,R,Joe Barton,Jeff Miller,0.325653865,Undirected
3475,R,R,Joe Barton,Jim Bridenstine,0.323017702,Undirected
3637,R,R,Joe Barton,Jim Jordan,0.251137177,Undirected
3627,R,R,Joe Barton,Jody Hice,0.353260418,Undirected
3851,R,R,Joe Barton,Joe Wilson,0.462250557,Undirected
3501,R,R,Joe Barton,John Carter,0.343786478,Undirected
3499,R,R,Joe Barton,John Culberson,0.256206722,Undirected
3538,R,R,Joe Barton,John Duncan,0.166619094,Undirected
3573,R,R,Joe Barton,John Fleming,0.332392719,Undirected
3658,R,R,Joe Barton,John Katko,0.091443281,Undirected
3648,R,R,Joe Barton,John Kline,0.42675607,Undirected
3692,R,R,Joe Barton,John Mica,0.459165398,Undirected
3719,R,R,Joe Barton,John Moolenaar,0.478219067,Undirected
3786,R,R,Joe Barton,John Ratcliffe,0.351399387,Undirected
3798,R,R,Joe Barton,John Shimkus,0.378841281,Undirected
3615,R,R,Joe Barton,Joseph Heck,0.205501893,Undirected
3740,R,R,Joe Barton,Joseph Pitts,0.436395544,Undirected
3505,R,R,Joe Barton,K. Conaway,0.400759105,Undirected
3580,R,R,Joe Barton,Kay Granger,0.354480254,Undirected
3784,R,R,Joe Barton,Keith Rothfus,0.431023686,Undirected
3488,R,R,Joe Barton,Ken Buck,0.098393397,Undirected
3489,R,R,Joe Barton,Ken Calvert,0.38166274,Undirected
3700,R,R,Joe Barton,Kenny Marchant,0.349359154,Undirected
3456,R,R,Joe Barton,Kevin Brady,0.370825053,Undirected
3524,R,R,Joe Barton,Kevin Cramer,0.343707599,Undirected
3704,R,R,Joe Barton,Kevin McCarthy,0.419686313,Undirected
3873,R,R,Joe Barton,Kevin Yoder,0.36643501,Undirected
3729,R,R,Joe Barton,Kristi Noem,0.346281919,Undirected
3802,R,R,Joe Barton,Lamar Smith,0.485582804,Undirected
3471,R,R,Joe Barton,Larry Bucshon,0.353567791,Undirected
3877,R,R,Joe Barton,Lee Zeldin,0.183973813,Undirected
3676,R,R,Joe Barton,Leonard Lance,0.251830189,Undirected
3466,R,R,Joe Barton,Lou Barletta,0.278343897,Undirected
3586,R,R,Joe Barton,Louie Gohmert,0.266981272,Undirected
3715,R,R,Joe Barton,Luke Messer,0.441762208,Undirected
3638,R,R,Joe Barton,Lynn Jenkins,0.339035675,Undirected
3852,R,R,Joe Barton,Lynn Westmoreland,0.189655392,Undirected
3827,R,R,Joe Barton,Mac Thornberry,0.426144178,Undirected
3540,R,R,Joe Barton,Mario Diaz-Balart,0.308546635,Undirected
3713,R,R,Joe Barton,Mark Meadows,0.425479862,Undirected
3867,R,R,Joe Barton,Mark Walker,0.420228783,Undirected
3716,R,R,Joe Barton,Markwayne Mullin,0.479465277,Undirected
3819,R,R,Joe Barton,Marlin Stutzman,0.389833846,Undirected
3459,R,R,Joe Barton,Marsha Blackburn,0.415215304,Undirected
3792,R,R,Joe Barton,Marshall Sanford,0.066486584,Undirected
3722,R,R,Joe Barton,Martha McSally,0.194528124,Undirected
3780,R,R,Joe Barton,Martha Roby,0.404706467,Undirected
3790,R,R,Joe Barton,Matt Salmon,0.345610296,Undirected
3688,R,R,Joe Barton,Mia Love,0.32167664,Undirected
3460,R,R,Joe Barton,Michael Burgess,0.241043826,Undirected
3570,R,R,Joe Barton,Michael Fitzpatrick,0.078131099,Undirected
3699,R,R,Joe Barton,Michael McCaul,0.462806693,Undirected
3804,R,R,Joe Barton,Michael Simpson,0.356192632,Undirected
3830,R,R,Joe Barton,Michael Turner,0.282897086,Undirected
3710,R,R,Joe Barton,Mick Mulvaney,0.129116114,Undirected
3484,R,R,Joe Barton,Mike Bishop,0.451864574,Undirected
3486,R,R,Joe Barton,Mike Bost,0.316463813,Undirected
3513,R,R,Joe Barton,Mike Coffman,0.331693832,Undirected
3651,R,R,Joe Barton,Mike Kelly,0.396774914,Undirected
3751,R,R,Joe Barton,Mike Pompeo,0.40940909,Undirected
3768,R,R,Joe Barton,Mike Rogers,0.319129979,Undirected
3868,R,R,Joe Barton,Mimi Walters,0.45076241,Undirected
3470,R,R,Joe Barton,Mo Brooks,0.174948602,Undirected
3698,R,R,Joe Barton,Patrick McHenry,0.437504995,Undirected
3709,R,R,Joe Barton,Patrick Meehan,0.228391669,Undirected
3829,R,R,Joe Barton,Patrick Tiberi,0.389114889,Undirected
3523,R,R,Joe Barton,Paul Cook,0.407243514,Undirected
3594,R,R,Joe Barton,Paul Gosar,0.255302683,Undirected
3767,R,R,Joe Barton,Paul Ryan,0.43427159,Undirected
3734,R,R,Joe Barton,Pete Olson,0.469686125,Undirected
3796,R,R,Joe Barton,Pete Sessions,0.472990739,Undirected
3646,R,R,Joe Barton,Peter King,0.172785855,Undirected
3772,R,R,Joe Barton,Peter Roskam,0.362562412,Undirected
3619,R,R,Joe Barton,Randy Hultgren,0.442596558,Undirected
3728,R,R,Joe Barton,Randy Neugebauer,0.433772681,Undirected
3864,R,R,Joe Barton,Randy Weber,0.24260942,Undirected
3680,R,R,Joe Barton,Raúl Labrador,0.191364939,Undirected
3777,R,R,Joe Barton,Reid Ribble,0.147903907,Undirected
3560,R,R,Joe Barton,Renee Ellmers,0.306239067,Undirected
3612,R,R,Joe Barton,Richard Hanna,0.04842193,Undirected
3624,R,R,Joe Barton,Richard Hudson,0.367599124,Undirected
3730,R,R,Joe Barton,Richard Nugent,0.196173959,Undirected
3461,R,R,Joe Barton,Rob Bishop,0.374635738,Undirected
3861,R,R,Joe Barton,Rob Woodall,0.232381155,Undirected
3620,R,R,Joe Barton,Robert Hurt,0.46635655,Undirected
3675,R,R,Joe Barton,Robert Latta,0.48202573,Undirected
3754,R,R,Joe Barton,Robert Pittenger,0.39753967,Undirected
3857,R,R,Joe Barton,Robert Wittman,0.35516312,Undirected
3485,R,R,Joe Barton,Rod Blum,0.367880693,Undirected
3549,R,R,Joe Barton,Rodney Davis,0.12922493,Undirected
3565,R,R,Joe Barton,Rodney Frelinghuysen,0.32482388,Undirected
3866,R,R,Joe Barton,Roger Williams,0.440102609,Undirected
3551,R,R,Joe Barton,Ron DeSantis,0.323842796,Undirected
3530,R,R,Joe Barton,Ryan Costello,0.119008527,Undirected
3878,R,R,Joe Barton,Ryan Zinke,0.349191705,Undirected
3583,R,R,Joe Barton,Sam Graves,0.359904472,Undirected
3634,R,R,Joe Barton,Sam Johnson,0.472666936,Undirected
3547,R,R,Joe Barton,Scott DesJarlais,0.392072502,Undirected
3584,R,R,Joe Barton,Scott Garrett,0.115402306,Undirected
3753,R,R,Joe Barton,Scott Perry,0.174417789,Undirected
3835,R,R,Joe Barton,Scott Tipton,0.360436846,Undirected
3545,R,R,Joe Barton,Sean Duffy,0.292979825,Undirected
