,Party 1,Party 2,Source,Target,Weight,Type
33245,R,R,Curtis Clawson,John Moolenaar,0.179715448,Undirected
33312,R,R,Curtis Clawson,John Ratcliffe,0.387267516,Undirected
33324,R,R,Curtis Clawson,John Shimkus,0.11826453,Undirected
33141,R,R,Curtis Clawson,Joseph Heck,0.177185613,Undirected
33266,R,R,Curtis Clawson,Joseph Pitts,0.194229261,Undirected
33106,R,R,Curtis Clawson,Kay Granger,0.167572127,Undirected
33310,R,R,Curtis Clawson,Keith Rothfus,0.303329711,Undirected
33226,R,R,Curtis Clawson,Kenny Marchant,0.303864085,Undirected
33230,R,R,Curtis Clawson,Kevin McCarthy,0.191000376,Undirected
33399,R,R,Curtis Clawson,Kevin Yoder,0.395636196,Undirected
33255,R,R,Curtis Clawson,Kristi Noem,0.152595735,Undirected
33328,R,R,Curtis Clawson,Lamar Smith,0.310631239,Undirected
33403,R,R,Curtis Clawson,Lee Zeldin,0.059958804,Undirected
33202,R,R,Curtis Clawson,Leonard Lance,0.216950695,Undirected
33112,R,R,Curtis Clawson,Louie Gohmert,0.360697395,Undirected
33241,R,R,Curtis Clawson,Luke Messer,0.358934196,Undirected
33164,R,R,Curtis Clawson,Lynn Jenkins,0.398340783,Undirected
33378,R,R,Curtis Clawson,Lynn Westmoreland,0.171086471,Undirected
33353,R,R,Curtis Clawson,Mac Thornberry,0.217623906,Undirected
33066,R,R,Curtis Clawson,Mario Diaz-Balart,0.064696445,Undirected
33239,R,R,Curtis Clawson,Mark Meadows,0.386973984,Undirected
33393,R,R,Curtis Clawson,Mark Walker,0.291932873,Undirected
33242,R,R,Curtis Clawson,Markwayne Mullin,0.240917185,Undirected
33345,R,R,Curtis Clawson,Marlin Stutzman,0.301191936,Undirected
33318,R,R,Curtis Clawson,Marshall Sanford,0.095366878,Undirected
33248,R,R,Curtis Clawson,Martha McSally,0.097878681,Undirected
33306,R,R,Curtis Clawson,Martha Roby,0.170929044,Undirected
33316,R,R,Curtis Clawson,Matt Salmon,0.364914898,Undirected
33214,R,R,Curtis Clawson,Mia Love,0.325014226,Undirected
33096,R,R,Curtis Clawson,Michael Fitzpatrick,0.028731547,Undirected
33225,R,R,Curtis Clawson,Michael McCaul,0.289471321,Undirected
33330,R,R,Curtis Clawson,Michael Simpson,0.074968812,Undirected
33356,R,R,Curtis Clawson,Michael Turner,0.109033284,Undirected
33236,R,R,Curtis Clawson,Mick Mulvaney,0.42135239,Undirected
33177,R,R,Curtis Clawson,Mike Kelly,0.106936716,Undirected
33277,R,R,Curtis Clawson,Mike Pompeo,0.2761897,Undirected
33294,R,R,Curtis Clawson,Mike Rogers,0.275367684,Undirected
33394,R,R,Curtis Clawson,Mimi Walters,0.160376771,Undirected
33224,R,R,Curtis Clawson,Patrick McHenry,0.278464763,Undirected
33235,R,R,Curtis Clawson,Patrick Meehan,0.074380018,Undirected
33355,R,R,Curtis Clawson,Patrick Tiberi,0.181261319,Undirected
33120,R,R,Curtis Clawson,Paul Gosar,0.269432918,Undirected
33293,R,R,Curtis Clawson,Paul Ryan,0.27836756,Undirected
33260,R,R,Curtis Clawson,Pete Olson,0.352191258,Undirected
33322,R,R,Curtis Clawson,Pete Sessions,0.349202822,Undirected
33172,R,R,Curtis Clawson,Peter King,0.044854602,Undirected
33298,R,R,Curtis Clawson,Peter Roskam,0.153686891,Undirected
33145,R,R,Curtis Clawson,Randy Hultgren,0.326386419,Undirected
33254,R,R,Curtis Clawson,Randy Neugebauer,0.345257683,Undirected
33390,R,R,Curtis Clawson,Randy Weber,0.299735887,Undirected
33206,R,R,Curtis Clawson,Raúl Labrador,0.296846115,Undirected
33303,R,R,Curtis Clawson,Reid Ribble,0.166052438,Undirected
33086,R,R,Curtis Clawson,Renee Ellmers,0.198877972,Undirected
33138,R,R,Curtis Clawson,Richard Hanna,0.032541658,Undirected
33150,R,R,Curtis Clawson,Richard Hudson,0.33481752,Undirected
33256,R,R,Curtis Clawson,Richard Nugent,0.201194668,Undirected
33387,R,R,Curtis Clawson,Rob Woodall,0.351619114,Undirected
33146,R,R,Curtis Clawson,Robert Hurt,0.369233813,Undirected
33201,R,R,Curtis Clawson,Robert Latta,0.300881794,Undirected
33280,R,R,Curtis Clawson,Robert Pittenger,0.326444717,Undirected
33383,R,R,Curtis Clawson,Robert Wittman,0.356433018,Undirected
33075,R,R,Curtis Clawson,Rodney Davis,0.069716561,Undirected
33091,R,R,Curtis Clawson,Rodney Frelinghuysen,0.070670385,Undirected
33392,R,R,Curtis Clawson,Roger Williams,0.265497109,Undirected
33077,R,R,Curtis Clawson,Ron DeSantis,0.438513553,Undirected
33056,R,R,Curtis Clawson,Ryan Costello,0.054022482,Undirected
33404,R,R,Curtis Clawson,Ryan Zinke,0.185082829,Undirected
33109,R,R,Curtis Clawson,Sam Graves,0.212745404,Undirected
33160,R,R,Curtis Clawson,Sam Johnson,0.366121723,Undirected
33073,R,R,Curtis Clawson,Scott DesJarlais,0.428200272,Undirected
33110,R,R,Curtis Clawson,Scott Garrett,0.236177601,Undirected
33279,R,R,Curtis Clawson,Scott Perry,0.343137017,Undirected
33361,R,R,Curtis Clawson,Scott Tipton,0.326742839,Undirected
33071,R,R,Curtis Clawson,Sean Duffy,0.377909908,Undirected
33100,R,R,Curtis Clawson,Stephen Fincher,0.235368266,Undirected
33268,R,R,Curtis Clawson,Stevan Pearce,0.323433417,Undirected
33173,R,R,Curtis Clawson,Steve King,0.306273713,Undirected
33185,R,R,Curtis Clawson,Steve Knight,0.21997971,Undirected
33315,R,R,Curtis Clawson,Steve Russell,0.239441961,Undirected
33339,R,R,Curtis Clawson,Steve Scalise,0.228627901,Undirected
33344,R,R,Curtis Clawson,Steve Stivers,0.098894142,Undirected
33386,R,R,Curtis Clawson,Steve Womack,0.145750874,Undirected
33276,R,R,Curtis Clawson,Steven Palazzo,0.258735126,Undirected
33270,R,R,Curtis Clawson,Ted Poe,0.366194066,Undirected
33401,R,R,Curtis Clawson,Ted Yoho,0.207049543,Undirected
33237,R,R,Curtis Clawson,Thomas Massie,0.043370123,Undirected
33300,R,R,Curtis Clawson,Thomas Rooney,0.259696876,Undirected
33143,R,R,Curtis Clawson,Tim Huelskamp,0.165009506,Undirected
33223,R,R,Curtis Clawson,Tim Murphy,0.144975718,Undirected
33380,R,R,Curtis Clawson,Tim Walberg,0.347890354,Undirected
33307,R,R,Curtis Clawson,Todd Rokita,0.218604777,Undirected
33400,R,R,Curtis Clawson,Todd Young,0.165885893,Undirected
33088,R,R,Curtis Clawson,Tom Emmer,0.150462429,Undirected
33117,R,R,Curtis Clawson,Tom Graves,0.400317172,Undirected
33244,R,R,Curtis Clawson,Tom MacArthur,0.100845606,Undirected
33233,R,R,Curtis Clawson,Tom Marino,0.093933031,Undirected
33232,R,R,Curtis Clawson,Tom McClintock,0.062188769,Undirected
33269,R,R,Curtis Clawson,Tom Price,0.412813477,Undirected
33301,R,R,Curtis Clawson,Tom Reed,0.129406628,Undirected
33309,R,R,Curtis Clawson,Tom Rice,0.354462592,Undirected
33093,R,R,Curtis Clawson,Trent Franks,0.290952767,Undirected
33186,R,R,Curtis Clawson,Trent Kelly,0.022955596,Undirected
33121,R,R,Curtis Clawson,Trey Gowdy,0.42479301,Undirected
33140,R,R,Curtis Clawson,Vicky Hartzler,0.349495334,Undirected
33095,R,R,Curtis Clawson,Virginia Foxx,0.249111343,Undirected
33161,R,R,Curtis Clawson,Walter Jones,0.039428719,Undirected
33155,R,R,Curtis Clawson,Will Hurd,0.254034734,Undirected
75064,R,R,Cynthia Lummis,Aaron Schock,0.004673985,Undirected
75061,R,R,Cynthia Lummis,Adrian Smith,0.229304654,Undirected
74970,R,R,Cynthia Lummis,Alex Mooney,0.271214695,Undirected
75112,R,R,Cynthia Lummis,Ann Wagner,0.151514813,Undirected
75070,R,R,Cynthia Lummis,Austin Scott,0.274726127,Undirected
74937,R,R,Cynthia Lummis,Barry Loudermilk,0.445032585,Undirected
74999,R,R,Cynthia Lummis,Bill Posey,0.339490532,Undirected
75056,R,R,Cynthia Lummis,Bill Shuster,0.08222666,Undirected
74931,R,R,Cynthia Lummis,Billy Long,0.14751823,Undirected
75115,R,R,Cynthia Lummis,Brad Wenstrup,0.215768509,Undirected
75008,R,R,Cynthia Lummis,Bruce Poliquin,0.156011621,Undirected
75119,R,R,Cynthia Lummis,Bruce Westerman,0.235437308,Undirected
74946,R,R,Cynthia Lummis,Candice Miller,0.135206514,Undirected
74951,R,R,Cynthia Lummis,Cathy McMorris Rodgers,0.189321689,Undirected
75072,R,R,Cynthia Lummis,Chris Stewart,0.198338904,Undirected
75051,R,R,Cynthia Lummis,Christopher Smith,0.056493691,Undirected
74983,R,R,Cynthia Lummis,Dan Newhouse,0.139157297,Undirected
75012,R,R,Cynthia Lummis,Dana Rohrabacher,0.246570364,Undirected
75108,R,R,Cynthia Lummis,Daniel Webster,0.216176001,Undirected
75089,R,R,Cynthia Lummis,Dave Trott,0.11755419,Undirected
74958,R,R,Cynthia Lummis,David McKinley,0.049456003,Undirected
75021,R,R,Cynthia Lummis,David Reichert,0.03117119,Undirected
75023,R,R,Cynthia Lummis,David Roe,0.135844906,Undirected
75038,R,R,Cynthia Lummis,David Rouzer,0.15131988,Undirected
75066,R,R,Cynthia Lummis,David Schweikert,0.416094949,Undirected
75094,R,R,Cynthia Lummis,David Valadao,0.056937908,Undirected
75126,R,R,Cynthia Lummis,David Young,0.162951064,Undirected
75032,R,R,Cynthia Lummis,Dennis Ross,0.141952658,Undirected
74977,R,R,Cynthia Lummis,Devin Nunes,0.106975329,Undirected
75121,R,R,Cynthia Lummis,Don Young,0.050691749,Undirected
74932,R,R,Cynthia Lummis,Doug LaMalfa,0.187029244,Undirected
75099,R,R,Cynthia Lummis,Ed Whitfield,0.080504127,Undirected
75029,R,R,Cynthia Lummis,Edward Rigell,0.096510537,Undirected
75015,R,R,Cynthia Lummis,Edward Royce,0.17915262,Undirected
75075,R,R,Cynthia Lummis,Elise Stefanik,0.033407791,Undirected
74996,R,R,Cynthia Lummis,Erik Paulsen,0.085703407,Undirected
75044,R,R,Cynthia Lummis,F. Sensenbrenner,0.06883948,Undirected
75090,R,R,Cynthia Lummis,Fred Upton,0.089578515,Undirected
75007,R,R,Cynthia Lummis,Gary Palmer,0.417223142,Undirected
75082,R,R,Cynthia Lummis,Glenn Thompson,0.066652441,Undirected
75100,R,R,Cynthia Lummis,Greg Walden,0.091783698,Undirected
75011,R,R,Cynthia Lummis,Harold Rogers,0.094227626,Undirected
75013,R,R,Cynthia Lummis,Ileana Ros-Lehtinen,0.029277053,Undirected
75113,R,R,Cynthia Lummis,Jackie Walorski,0.215715535,Undirected
75026,R,R,Cynthia Lummis,James Renacci,0.094326339,Undirected
75074,R,R,Cynthia Lummis,Jason Smith,0.250624061,Undirected
74945,R,R,Cynthia Lummis,Jeff Miller,0.174444171,Undirected
75101,R,R,Cynthia Lummis,Joe Wilson,0.245419733,Undirected
74942,R,R,Cynthia Lummis,John Mica,0.192293237,Undirected
74969,R,R,Cynthia Lummis,John Moolenaar,0.182999106,Undirected
75036,R,R,Cynthia Lummis,John Ratcliffe,0.339737853,Undirected
75048,R,R,Cynthia Lummis,John Shimkus,0.101871668,Undirected
74990,R,R,Cynthia Lummis,Joseph Pitts,0.161869193,Undirected
75034,R,R,Cynthia Lummis,Keith Rothfus,0.204914785,Undirected
74950,R,R,Cynthia Lummis,Kenny Marchant,0.189135088,Undirected
74954,R,R,Cynthia Lummis,Kevin McCarthy,0.16406414,Undirected
75123,R,R,Cynthia Lummis,Kevin Yoder,0.138221182,Undirected
74979,R,R,Cynthia Lummis,Kristi Noem,0.090284745,Undirected
75052,R,R,Cynthia Lummis,Lamar Smith,0.230867864,Undirected
75127,R,R,Cynthia Lummis,Lee Zeldin,0.088933224,Undirected
74965,R,R,Cynthia Lummis,Luke Messer,0.226955923,Undirected
75102,R,R,Cynthia Lummis,Lynn Westmoreland,0.230917881,Undirected
75077,R,R,Cynthia Lummis,Mac Thornberry,0.178024345,Undirected
74963,R,R,Cynthia Lummis,Mark Meadows,0.301725595,Undirected
75117,R,R,Cynthia Lummis,Mark Walker,0.24172876,Undirected
74966,R,R,Cynthia Lummis,Markwayne Mullin,0.195829494,Undirected
75069,R,R,Cynthia Lummis,Marlin Stutzman,0.31712322,Undirected
75042,R,R,Cynthia Lummis,Marshall Sanford,0.216699168,Undirected
74972,R,R,Cynthia Lummis,Martha McSally,0.044289292,Undirected
75030,R,R,Cynthia Lummis,Martha Roby,0.132960704,Undirected
75040,R,R,Cynthia Lummis,Matt Salmon,0.403163966,Undirected
74938,R,R,Cynthia Lummis,Mia Love,0.280514712,Undirected
74949,R,R,Cynthia Lummis,Michael McCaul,0.208122526,Undirected
75054,R,R,Cynthia Lummis,Michael Simpson,0.076646494,Undirected
75080,R,R,Cynthia Lummis,Michael Turner,0.0388425,Undirected
74960,R,R,Cynthia Lummis,Mick Mulvaney,0.237936264,Undirected
75001,R,R,Cynthia Lummis,Mike Pompeo,0.196290584,Undirected
75018,R,R,Cynthia Lummis,Mike Rogers,0.140118275,Undirected
75118,R,R,Cynthia Lummis,Mimi Walters,0.131096173,Undirected
74948,R,R,Cynthia Lummis,Patrick McHenry,0.18925636,Undirected
74959,R,R,Cynthia Lummis,Patrick Meehan,0.032037591,Undirected
75079,R,R,Cynthia Lummis,Patrick Tiberi,0.079110444,Undirected
75017,R,R,Cynthia Lummis,Paul Ryan,0.210034852,Undirected
74984,R,R,Cynthia Lummis,Pete Olson,0.225013657,Undirected
75046,R,R,Cynthia Lummis,Pete Sessions,0.234740547,Undirected
75022,R,R,Cynthia Lummis,Peter Roskam,0.092069923,Undirected
74978,R,R,Cynthia Lummis,Randy Neugebauer,0.238339127,Undirected
75114,R,R,Cynthia Lummis,Randy Weber,0.308767906,Undirected
74930,R,R,Cynthia Lummis,Raúl Labrador,0.416289874,Undirected
75027,R,R,Cynthia Lummis,Reid Ribble,0.167537021,Undirected
74980,R,R,Cynthia Lummis,Richard Nugent,0.112158424,Undirected
75111,R,R,Cynthia Lummis,Rob Woodall,0.199139034,Undirected
75004,R,R,Cynthia Lummis,Robert Pittenger,0.133515861,Undirected
75107,R,R,Cynthia Lummis,Robert Wittman,0.139810242,Undirected
75116,R,R,Cynthia Lummis,Roger Williams,0.276491924,Undirected
75128,R,R,Cynthia Lummis,Ryan Zinke,0.1907453,Undirected
75003,R,R,Cynthia Lummis,Scott Perry,0.26874216,Undirected
75085,R,R,Cynthia Lummis,Scott Tipton,0.276308944,Undirected
74992,R,R,Cynthia Lummis,Stevan Pearce,0.20892074,Undirected
75039,R,R,Cynthia Lummis,Steve Russell,0.281955679,Undirected
75063,R,R,Cynthia Lummis,Steve Scalise,0.171599999,Undirected
75068,R,R,Cynthia Lummis,Steve Stivers,0.048778498,Undirected
75110,R,R,Cynthia Lummis,Steve Womack,0.122675477,Undirected
75000,R,R,Cynthia Lummis,Steven Palazzo,0.104789983,Undirected
74994,R,R,Cynthia Lummis,Ted Poe,0.302691175,Undirected
75125,R,R,Cynthia Lummis,Ted Yoho,0.200442022,Undirected
74961,R,R,Cynthia Lummis,Thomas Massie,0.119664991,Undirected
75024,R,R,Cynthia Lummis,Thomas Rooney,0.126135542,Undirected
74947,R,R,Cynthia Lummis,Tim Murphy,0.105824985,Undirected
75104,R,R,Cynthia Lummis,Tim Walberg,0.142781798,Undirected
75031,R,R,Cynthia Lummis,Todd Rokita,0.233656577,Undirected
75124,R,R,Cynthia Lummis,Todd Young,0.167787491,Undirected
74968,R,R,Cynthia Lummis,Tom MacArthur,0.030705958,Undirected
74957,R,R,Cynthia Lummis,Tom Marino,0.090989494,Undirected
74956,R,R,Cynthia Lummis,Tom McClintock,0.117220344,Undirected
74993,R,R,Cynthia Lummis,Tom Price,0.262801722,Undirected
75025,R,R,Cynthia Lummis,Tom Reed,0.047320703,Undirected
75033,R,R,Cynthia Lummis,Tom Rice,0.249145837,Undirected
10920,R,R,Dan Benishek,Aaron Schock,0.010333452,Undirected
10758,R,R,Dan Benishek,Adam Kinzinger,0.397477068,Undirected
10917,R,R,Dan Benishek,Adrian Smith,0.219467782,Undirected
10826,R,R,Dan Benishek,Alex Mooney,0.185812196,Undirected
10604,R,R,Dan Benishek,Ander Crenshaw,0.270834249,Undirected
10719,R,R,Dan Benishek,Andy Harris,0.094485131,Undirected
10968,R,R,Dan Benishek,Ann Wagner,0.215139452,Undirected
10926,R,R,Dan Benishek,Austin Scott,0.199578825,Undirected
10635,R,R,Dan Benishek,Barbara Comstock,0.271179953,Undirected
10793,R,R,Dan Benishek,Barry Loudermilk,0.159322459,Undirected
10683,R,R,Dan Benishek,Bill Flores,0.292545094,Undirected
10724,R,R,Dan Benishek,Bill Huizenga,0.336038329,Undirected
10745,R,R,Dan Benishek,Bill Johnson,0.371195661,Undirected
10855,R,R,Dan Benishek,Bill Posey,0.121786208,Undirected
10912,R,R,Dan Benishek,Bill Shuster,0.302323405,Undirected
10787,R,R,Dan Benishek,Billy Long,0.122524332,Undirected
10783,R,R,Dan Benishek,Blaine Luetkemeyer,0.325831418,Undirected
10682,R,R,Dan Benishek,Blake Farenthold,0.118089998,Undirected
10650,R,R,Dan Benishek,Bob Dold,0.106581346,Undirected
10698,R,R,Dan Benishek,Bob Gibbs,0.244420832,Undirected
10685,R,R,Dan Benishek,Bob Goodlatte,0.176544075,Undirected
10971,R,R,Dan Benishek,Brad Wenstrup,0.219968652,Undirected
10586,R,R,Dan Benishek,Bradley Byrne,0.129442537,Undirected
10695,R,R,Dan Benishek,Brett Guthrie,0.266931227,Undirected
10588,R,R,Dan Benishek,Brian Babin,0.151726168,Undirected
10864,R,R,Dan Benishek,Bruce Poliquin,0.345405435,Undirected
10975,R,R,Dan Benishek,Bruce Westerman,0.203194777,Undirected
10634,R,R,Dan Benishek,Buddy Carter,0.270887458,Undirected
10802,R,R,Dan Benishek,Candice Miller,0.285027991,Undirected
10637,R,R,Dan Benishek,Carlos Curbelo,0.170756235,Undirected
10807,R,R,Dan Benishek,Cathy McMorris Rodgers,0.199281628,Undirected
10647,R,R,Dan Benishek,Charles Dent,0.263094185,Undirected
10681,R,R,Dan Benishek,Charles Fleischmann,0.206301659,Undirected
10627,R,R,Dan Benishek,Chris Collins,0.283378894,Undirected
10928,R,R,Dan Benishek,Chris Stewart,0.216608158,Undirected
10699,R,R,Dan Benishek,Christopher Gibson,0.015196394,Undirected
10907,R,R,Dan Benishek,Christopher Smith,0.118853064,Undirected
10732,R,R,Dan Benishek,Cresent Hardy,0.204215304,Undirected
10633,R,R,Dan Benishek,Curtis Clawson,0.195938917,Undirected
10785,R,R,Dan Benishek,Cynthia Lummis,0.072100251,Undirected
10839,R,R,Dan Benishek,Dan Newhouse,0.301616237,Undirected
10868,R,R,Dan Benishek,Dana Rohrabacher,0.129247121,Undirected
10661,R,R,Dan Benishek,Daniel Donovan,0.024030236,Undirected
10964,R,R,Dan Benishek,Daniel Webster,0.257787373,Undirected
10736,R,R,Dan Benishek,Darrell Issa,0.221131356,Undirected
10945,R,R,Dan Benishek,Dave Trott,0.307560998,Undirected
10587,R,R,Dan Benishek,David Brat,0.061899242,Undirected
10748,R,R,Dan Benishek,David Jolly,0.109868671,Undirected
10747,R,R,Dan Benishek,David Joyce,0.324483707,Undirected
10814,R,R,Dan Benishek,David McKinley,0.285475434,Undirected
10877,R,R,Dan Benishek,David Reichert,0.214997064,Undirected
10879,R,R,Dan Benishek,David Roe,0.086797551,Undirected
10894,R,R,Dan Benishek,David Rouzer,0.258199417,Undirected
10922,R,R,Dan Benishek,David Schweikert,0.124303391,Undirected
10950,R,R,Dan Benishek,David Valadao,0.398152272,Undirected
10982,R,R,Dan Benishek,David Young,0.253700818,Undirected
10888,R,R,Dan Benishek,Dennis Ross,0.164260359,Undirected
10833,R,R,Dan Benishek,Devin Nunes,0.275345302,Undirected
10575,R,R,Dan Benishek,Diane Black,0.158073146,Undirected
10977,R,R,Dan Benishek,Don Young,0.243177579,Undirected
10628,R,R,Dan Benishek,Doug Collins,0.207638299,Undirected
10788,R,R,Dan Benishek,Doug LaMalfa,0.104994239,Undirected
10779,R,R,Dan Benishek,Doug Lamborn,0.125347378,Undirected
10717,R,R,Dan Benishek,Duncan Hunter,0.254987558,Undirected
10955,R,R,Dan Benishek,Ed Whitfield,0.188356143,Undirected
10885,R,R,Dan Benishek,Edward Rigell,0.336486017,Undirected
10871,R,R,Dan Benishek,Edward Royce,0.267136719,Undirected
10931,R,R,Dan Benishek,Elise Stefanik,0.151046109,Undirected
10624,R,R,Dan Benishek,Eric Crawford,0.167366935,Undirected
10852,R,R,Dan Benishek,Erik Paulsen,0.325063368,Undirected
10749,R,R,Dan Benishek,Evan Jenkins,0.323263189,Undirected
10900,R,R,Dan Benishek,F. Sensenbrenner,0.032374613,Undirected
10703,R,R,Dan Benishek,Frank Guinta,0.206938419,Undirected
10773,R,R,Dan Benishek,Frank LoBiondo,0.258930827,Undirected
10771,R,R,Dan Benishek,Frank Lucas,0.18872782,Undirected
10946,R,R,Dan Benishek,Fred Upton,0.273332092,Undirected
10734,R,R,Dan Benishek,French Hill,0.315454437,Undirected
10580,R,R,Dan Benishek,Garland Barr,0.320778001,Undirected
10708,R,R,Dan Benishek,Garret Graves,0.197018717,Undirected
10863,R,R,Dan Benishek,Gary Palmer,0.133140578,Undirected
10729,R,R,Dan Benishek,George Holding,0.261300508,Undirected
10707,R,R,Dan Benishek,Glenn Grothman,0.17423081,Undirected
10938,R,R,Dan Benishek,Glenn Thompson,0.329460661,Undirected
10956,R,R,Dan Benishek,Greg Walden,0.36826164,Undirected
10715,R,R,Dan Benishek,Gregg Harper,0.221358528,Undirected
10702,R,R,Dan Benishek,H. Griffith,0.101479048,Undirected
10867,R,R,Dan Benishek,Harold Rogers,0.266459155,Undirected
10869,R,R,Dan Benishek,Ileana Ros-Lehtinen,0.258506431,Undirected
10672,R,R,Dan Benishek,J. Forbes,0.190398125,Undirected
10969,R,R,Dan Benishek,Jackie Walorski,0.229885194,Undirected
10722,R,R,Dan Benishek,Jaime Herrera Beutler,0.197076369,Undirected
10882,R,R,Dan Benishek,James Renacci,0.336981892,Undirected
10618,R,R,Dan Benishek,Jason Chaffetz,0.200994786,Undirected
10930,R,R,Dan Benishek,Jason Smith,0.288221949,Undirected
10713,R,R,Dan Benishek,Jeb Hensarling,0.222735461,Undirected
10649,R,R,Dan Benishek,Jeff Denham,0.256456422,Undirected
10652,R,R,Dan Benishek,Jeff Duncan,0.106607122,Undirected
10674,R,R,Dan Benishek,Jeff Fortenberry,0.147051639,Undirected
10801,R,R,Dan Benishek,Jeff Miller,0.212946589,Undirected
10581,R,R,Dan Benishek,Jim Bridenstine,0.075883292,Undirected
10743,R,R,Dan Benishek,Jim Jordan,0.117553865,Undirected
10733,R,R,Dan Benishek,Jody Hice,0.218037239,Undirected
10957,R,R,Dan Benishek,Joe Wilson,0.227548328,Undirected
10607,R,R,Dan Benishek,John Carter,0.20479386,Undirected
10605,R,R,Dan Benishek,John Culberson,0.101065228,Undirected
10644,R,R,Dan Benishek,John Duncan,0.059209264,Undirected
10679,R,R,Dan Benishek,John Fleming,0.167813475,Undirected
10764,R,R,Dan Benishek,John Katko,0.077522874,Undirected
10754,R,R,Dan Benishek,John Kline,0.285049995,Undirected
10798,R,R,Dan Benishek,John Mica,0.174794053,Undirected
10825,R,R,Dan Benishek,John Moolenaar,0.239459903,Undirected
10892,R,R,Dan Benishek,John Ratcliffe,0.227824644,Undirected
10904,R,R,Dan Benishek,John Shimkus,0.21295913,Undirected
10721,R,R,Dan Benishek,Joseph Heck,0.379239007,Undirected
10846,R,R,Dan Benishek,Joseph Pitts,0.198192085,Undirected
10611,R,R,Dan Benishek,K. Conaway,0.266670756,Undirected
10686,R,R,Dan Benishek,Kay Granger,0.205562337,Undirected
10890,R,R,Dan Benishek,Keith Rothfus,0.177941508,Undirected
10594,R,R,Dan Benishek,Ken Buck,0.059056543,Undirected
10595,R,R,Dan Benishek,Ken Calvert,0.282735861,Undirected
10806,R,R,Dan Benishek,Kenny Marchant,0.192709413,Undirected
10630,R,R,Dan Benishek,Kevin Cramer,0.216032962,Undirected
10810,R,R,Dan Benishek,Kevin McCarthy,0.24283161,Undirected
10979,R,R,Dan Benishek,Kevin Yoder,0.276705496,Undirected
10835,R,R,Dan Benishek,Kristi Noem,0.250089165,Undirected
10908,R,R,Dan Benishek,Lamar Smith,0.177661016,Undirected
10577,R,R,Dan Benishek,Larry Bucshon,0.341522461,Undirected
10983,R,R,Dan Benishek,Lee Zeldin,0.187217297,Undirected
10782,R,R,Dan Benishek,Leonard Lance,0.269769392,Undirected
10692,R,R,Dan Benishek,Louie Gohmert,0.06404819,Undirected
10821,R,R,Dan Benishek,Luke Messer,0.343680873,Undirected
10744,R,R,Dan Benishek,Lynn Jenkins,0.33003357,Undirected
10958,R,R,Dan Benishek,Lynn Westmoreland,0.122282079,Undirected
10933,R,R,Dan Benishek,Mac Thornberry,0.223250732,Undirected
10646,R,R,Dan Benishek,Mario Diaz-Balart,0.226751946,Undirected
10819,R,R,Dan Benishek,Mark Meadows,0.129336283,Undirected
10973,R,R,Dan Benishek,Mark Walker,0.169958177,Undirected
10822,R,R,Dan Benishek,Markwayne Mullin,0.235940811,Undirected
10925,R,R,Dan Benishek,Marlin Stutzman,0.120578592,Undirected
10898,R,R,Dan Benishek,Marshall Sanford,0.028398477,Undirected
10828,R,R,Dan Benishek,Martha McSally,0.231459633,Undirected
10886,R,R,Dan Benishek,Martha Roby,0.264103953,Undirected
10896,R,R,Dan Benishek,Matt Salmon,0.087413158,Undirected
10794,R,R,Dan Benishek,Mia Love,0.24726503,Undirected
10676,R,R,Dan Benishek,Michael Fitzpatrick,0.138947632,Undirected
10805,R,R,Dan Benishek,Michael McCaul,0.237865329,Undirected
10910,R,R,Dan Benishek,Michael Simpson,0.237021301,Undirected
10936,R,R,Dan Benishek,Michael Turner,0.364545469,Undirected
10816,R,R,Dan Benishek,Mick Mulvaney,0.114990165,Undirected
10590,R,R,Dan Benishek,Mike Bishop,0.315703638,Undirected
10592,R,R,Dan Benishek,Mike Bost,0.314414896,Undirected
10619,R,R,Dan Benishek,Mike Coffman,0.404563914,Undirected
10757,R,R,Dan Benishek,Mike Kelly,0.256173457,Undirected
10857,R,R,Dan Benishek,Mike Pompeo,0.2038098,Undirected
10874,R,R,Dan Benishek,Mike Rogers,0.395021135,Undirected
10974,R,R,Dan Benishek,Mimi Walters,0.309271267,Undirected
10576,R,R,Dan Benishek,Mo Brooks,0.070621656,Undirected
10804,R,R,Dan Benishek,Patrick McHenry,0.275927536,Undirected
10815,R,R,Dan Benishek,Patrick Meehan,0.333215447,Undirected
10935,R,R,Dan Benishek,Patrick Tiberi,0.354418315,Undirected
10629,R,R,Dan Benishek,Paul Cook,0.193695604,Undirected
10700,R,R,Dan Benishek,Paul Gosar,0.061623195,Undirected
10873,R,R,Dan Benishek,Paul Ryan,0.267966143,Undirected
10840,R,R,Dan Benishek,Pete Olson,0.180286387,Undirected
10902,R,R,Dan Benishek,Pete Sessions,0.198830924,Undirected
10752,R,R,Dan Benishek,Peter King,0.18098486,Undirected
10878,R,R,Dan Benishek,Peter Roskam,0.25990398,Undirected
10725,R,R,Dan Benishek,Randy Hultgren,0.171273486,Undirected
10834,R,R,Dan Benishek,Randy Neugebauer,0.153702992,Undirected
10970,R,R,Dan Benishek,Randy Weber,0.160906896,Undirected
10786,R,R,Dan Benishek,Raúl Labrador,0.074438049,Undirected
10883,R,R,Dan Benishek,Reid Ribble,0.048488213,Undirected
10666,R,R,Dan Benishek,Renee Ellmers,0.39209498,Undirected
