,Party 1,Party 2,Source,Target,Weight,Type
44075,D,D,Donna Edwards,Juan Vargas,0.906897071499162,Undirected
44076,D,D,Donna Edwards,Marc Veasey,0.900565003186263,Undirected
44077,D,D,Donna Edwards,Filemon Vela,0.8501296026399379,Undirected
44078,D,D,Donna Edwards,Maxine Waters,0.9185862590371368,Undirected
44083,D,D,Donna Edwards,Debbie Wasserman Schultz,0.875177651194498,Undirected
44085,D,D,Donna Edwards,Timothy Walz,0.8865730923408678,Undirected
44086,D,D,Donna Edwards,Peter Welch,0.9232378002408503,Undirected
44089,D,D,Donna Edwards,Frederica Wilson,0.843941987357,Undirected
44100,D,D,Donna Edwards,Bonnie Watson Coleman,0.9048757164784145,Undirected
44102,D,D,Donna Edwards,John Yarmuth,0.9198766460379638,Undirected
44428,D,D,Elizabeth Esty,Sam Farr,0.8864122856051958,Undirected
44429,D,D,Elizabeth Esty,Chaka Fattah,0.9111808681565011,Undirected
44436,D,D,Elizabeth Esty,Bill Foster,0.9315757181522499,Undirected
44437,D,D,Elizabeth Esty,Marcia Fudge,0.8900269941189215,Undirected
44443,D,D,Elizabeth Esty,Lois Frankel,0.9233515189145437,Undirected
44446,D,D,Elizabeth Esty,Gene Green,0.8028084831790547,Undirected
44447,D,D,Elizabeth Esty,Luis Gutiérrez,0.8879403407293877,Undirected
44450,D,D,Elizabeth Esty,Raúl Grijalva,0.8557435963144966,Undirected
44452,D,D,Elizabeth Esty,Al Green,0.8826022898235546,Undirected
44453,D,D,Elizabeth Esty,Alan Grayson,0.8983761566592934,Undirected
44455,D,D,Elizabeth Esty,John Garamendi,0.9018369321072197,Undirected
44463,D,D,Elizabeth Esty,Tulsi Gabbard,0.907870718650991,Undirected
44464,D,D,Elizabeth Esty,Ruben Gallego,0.9052720059348963,Undirected
44465,D,D,Elizabeth Esty,Gwen Graham,0.7802028132351737,Undirected
44468,D,D,Elizabeth Esty,Alcee Hastings,0.8703921575425723,Undirected
44469,D,D,Elizabeth Esty,Rubén Hinojosa,0.7991446176610217,Undirected
44470,D,D,Elizabeth Esty,Steny Hoyer,0.8797052631869853,Undirected
44471,D,D,Elizabeth Esty,Michael Honda,0.9033747494064821,Undirected
44473,D,D,Elizabeth Esty,Brian Higgins,0.9220890425274686,Undirected
44475,D,D,Elizabeth Esty,James Himes,0.9198856616904406,Undirected
44486,D,D,Elizabeth Esty,Janice Hahn,0.9348601791486095,Undirected
44487,D,D,Elizabeth Esty,Denny Heck,0.9501699945223676,Undirected
44490,D,D,Elizabeth Esty,Jared Huffman,0.9112805104460953,Undirected
44496,D,D,Elizabeth Esty,Steve Israel,0.8995923155155818,Undirected
44497,D,D,Elizabeth Esty,Sheila Jackson Lee,0.8292336099690771,Undirected
44498,D,D,Elizabeth Esty,Eddie Johnson,0.8720467316954363,Undirected
44501,D,D,Elizabeth Esty,Henry Johnson,0.8879264264012015,Undirected
44505,D,D,Elizabeth Esty,Hakeem Jeffries,0.9197517818485237,Undirected
44509,D,D,Elizabeth Esty,Marcy Kaptur,0.9022855678544065,Undirected
44510,D,D,Elizabeth Esty,Ron Kind,0.8389315913802999,Undirected
44514,D,D,Elizabeth Esty,Ann Kirkpatrick,0.8130397954292694,Undirected
44515,D,D,Elizabeth Esty,William Keating,0.8889984441504346,Undirected
44518,D,D,Elizabeth Esty,Joseph Kennedy,0.915666231613397,Undirected
44519,D,D,Elizabeth Esty,Daniel Kildee,0.9344321866600951,Undirected
44520,D,D,Elizabeth Esty,Derek Kilmer,0.917339692473076,Undirected
44521,D,D,Elizabeth Esty,Ann Kuster,0.9322901120110987,Undirected
44522,D,D,Elizabeth Esty,Robin Kelly,0.9239195328159433,Undirected
44526,D,D,Elizabeth Esty,Sander Levin,0.9166806883398885,Undirected
44527,D,D,Elizabeth Esty,John Lewis,0.8411311227982741,Undirected
44528,D,D,Elizabeth Esty,Zoe Lofgren,0.7811982858408872,Undirected
44529,D,D,Elizabeth Esty,Nita Lowey,0.9298147843034567,Undirected
44531,D,D,Elizabeth Esty,Barbara Lee,0.8478378181918664,Undirected
44533,D,D,Elizabeth Esty,John Larson,0.9346537132577805,Undirected
44534,D,D,Elizabeth Esty,James Langevin,0.9069091008599899,Undirected
44535,D,D,Elizabeth Esty,Rick Larsen,0.899705203194531,Undirected
44536,D,D,Elizabeth Esty,Stephen Lynch,0.9005265755340714,Undirected
44537,D,D,Elizabeth Esty,Daniel Lipinski,0.8427170188549566,Undirected
44539,D,D,Elizabeth Esty,David Loebsack,0.9252546433557443,Undirected
44543,D,D,Elizabeth Esty,Ben Luján,0.9161745249086297,Undirected
44548,D,D,Elizabeth Esty,Alan Lowenthal,0.9150496445643732,Undirected
44549,D,D,Elizabeth Esty,Michelle Lujan Grisham,0.9109103687026074,Undirected
44550,D,D,Elizabeth Esty,Brenda Lawrence,0.9146285549521399,Undirected
44551,D,D,Elizabeth Esty,Ted Lieu,0.9161340481874067,Undirected
44554,D,D,Elizabeth Esty,Carolyn Maloney,0.9022327879644967,Undirected
44555,D,D,Elizabeth Esty,James McGovern,0.908090471776775,Undirected
44556,D,D,Elizabeth Esty,Jim McDermott,0.8840749708273044,Undirected
44558,D,D,Elizabeth Esty,Gregory Meeks,0.8834614333299246,Undirected
44559,D,D,Elizabeth Esty,Betty McCollum,0.9159382972112282,Undirected
44567,D,D,Elizabeth Esty,Gwen Moore,0.8996373601467007,Undirected
44568,D,D,Elizabeth Esty,Doris Matsui,0.9189820022159154,Undirected
44570,D,D,Elizabeth Esty,Jerry McNerney,0.9214863353018922,Undirected
44577,D,D,Elizabeth Esty,Sean Maloney,0.8268805630371954,Undirected
44579,D,D,Elizabeth Esty,Grace Meng,0.9138566625432566,Undirected
44582,D,D,Elizabeth Esty,Patrick Murphy,0.8485885146326779,Undirected
44586,D,D,Elizabeth Esty,Seth Moulton,0.8816446894880308,Undirected
44588,D,D,Elizabeth Esty,Jerrold Nadler,0.8411908980348257,Undirected
44589,D,D,Elizabeth Esty,Richard Neal,0.8876555834459001,Undirected
44590,D,D,Elizabeth Esty,Richard Nolan,0.8716927104301826,Undirected
44591,D,D,Elizabeth Esty,Grace Napolitano,0.8861764406089432,Undirected
44597,D,D,Elizabeth Esty,Donald Norcross,0.865298939133176,Undirected
44600,D,D,Elizabeth Esty,Beto O'Rourke,0.8949292151182888,Undirected
44601,D,D,Elizabeth Esty,Frank Pallone,0.8971222724637147,Undirected
44602,D,D,Elizabeth Esty,Bill Pascrell,0.8863475536242811,Undirected
44603,D,D,Elizabeth Esty,Nancy Pelosi,0.9248590434310744,Undirected
44604,D,D,Elizabeth Esty,Collin Peterson,0.6665904530250029,Undirected
44606,D,D,Elizabeth Esty,David Price,0.922749265177055,Undirected
44610,D,D,Elizabeth Esty,Ed Perlmutter,0.8887695190552781,Undirected
44612,D,D,Elizabeth Esty,Chellie Pingree,0.9318125002381124,Undirected
44613,D,D,Elizabeth Esty,Jared Polis,0.8702629341303904,Undirected
44617,D,D,Elizabeth Esty,Donald Payne,0.804680302907495,Undirected
44620,D,D,Elizabeth Esty,Mark Pocan,0.9144535669112162,Undirected
44621,D,D,Elizabeth Esty,Scott Peters,0.8577772181011267,Undirected
44624,D,D,Elizabeth Esty,Mike Quigley,0.9068950935477574,Undirected
44625,D,D,Elizabeth Esty,Charles Rangel,0.8926985128226563,Undirected
44629,D,D,Elizabeth Esty,Lucille Roybal-Allard,0.9088193809529885,Undirected
44631,D,D,Elizabeth Esty,Bobby Rush,0.8661511581014867,Undirected
44634,D,D,Elizabeth Esty,C. Ruppersberger,0.8307697245048069,Undirected
44635,D,D,Elizabeth Esty,Tim Ryan,0.9227967226789435,Undirected
44643,D,D,Elizabeth Esty,Cedric Richmond,0.8822707349945347,Undirected
44650,D,D,Elizabeth Esty,Raul Ruiz,0.8443658623761072,Undirected
44652,D,D,Elizabeth Esty,Kathleen Rice,0.8668628553059572,Undirected
44656,D,D,Elizabeth Esty,Loretta Sanchez,0.8680612944609014,Undirected
44658,D,D,Elizabeth Esty,Robert Scott,0.8727352796317067,Undirected
44660,D,D,Elizabeth Esty,José Serrano,0.9367640772048353,Undirected
44662,D,D,Elizabeth Esty,Brad Sherman,0.90203569988153,Undirected
44664,D,D,Elizabeth Esty,Louise Slaughter,0.8893484946986518,Undirected
44665,D,D,Elizabeth Esty,Adam Smith,0.814447916790955,Undirected
44668,D,D,Elizabeth Esty,Janice Schakowsky,0.8818355103780766,Undirected
44670,D,D,Elizabeth Esty,Adam Schiff,0.9255872964119243,Undirected
44672,D,D,Elizabeth Esty,Linda Sánchez,0.8990402132735407,Undirected
44673,D,D,Elizabeth Esty,David Scott,0.9078105648862644,Undirected
44674,D,D,Elizabeth Esty,Albio Sires,0.8863835430779651,Undirected
44675,D,D,Elizabeth Esty,John Sarbanes,0.9104545615766864,Undirected
44677,D,D,Elizabeth Esty,Jackie Speier,0.878362051135779,Undirected
44680,D,D,Elizabeth Esty,Kurt Schrader,0.7800422681572458,Undirected
44682,D,D,Elizabeth Esty,Terri Sewell,0.821956445915152,Undirected
44686,D,D,Elizabeth Esty,Kyrsten Sinema,0.7068218474625361,Undirected
44688,D,D,Elizabeth Esty,Eric Swalwell,0.9140457814018667,Undirected
44691,D,D,Elizabeth Esty,Bennie Thompson,0.8814000476472987,Undirected
44693,D,D,Elizabeth Esty,Mike Thompson,0.8869623829795468,Undirected
44696,D,D,Elizabeth Esty,Niki Tsongas,0.9030362991775869,Undirected
44698,D,D,Elizabeth Esty,Dina Titus,0.920799251327663,Undirected
44699,D,D,Elizabeth Esty,Paul Tonko,0.9193279615531247,Undirected
44701,D,D,Elizabeth Esty,Mark Takano,0.9242376029293885,Undirected
44702,D,D,Elizabeth Esty,Mark Takai,0.923213353020241,Undirected
44703,D,D,Elizabeth Esty,Norma Torres,0.8995936253784808,Undirected
44706,D,D,Elizabeth Esty,Nydia Velázquez,0.7619379010368285,Undirected
44707,D,D,Elizabeth Esty,Peter Visclosky,0.8648165787065409,Undirected
44708,D,D,Elizabeth Esty,Chris Van Hollen,0.9373027234725841,Undirected
44710,D,D,Elizabeth Esty,Juan Vargas,0.8963711820726796,Undirected
44711,D,D,Elizabeth Esty,Marc Veasey,0.9003852712465032,Undirected
44712,D,D,Elizabeth Esty,Filemon Vela,0.8533860918407448,Undirected
44713,D,D,Elizabeth Esty,Maxine Waters,0.8783518719658643,Undirected
44718,D,D,Elizabeth Esty,Debbie Wasserman Schultz,0.8595476024272785,Undirected
44720,D,D,Elizabeth Esty,Timothy Walz,0.9119103123895638,Undirected
44721,D,D,Elizabeth Esty,Peter Welch,0.8889536182190584,Undirected
44724,D,D,Elizabeth Esty,Frederica Wilson,0.8437853171228534,Undirected
44735,D,D,Elizabeth Esty,Bonnie Watson Coleman,0.878591075540671,Undirected
44737,D,D,Elizabeth Esty,John Yarmuth,0.9071354758770143,Undirected
45060,D,D,Sam Farr,Chaka Fattah,0.9371285896602874,Undirected
45067,D,D,Sam Farr,Bill Foster,0.914505983657806,Undirected
45068,D,D,Sam Farr,Marcia Fudge,0.8942020772807766,Undirected
45074,D,D,Sam Farr,Lois Frankel,0.9090301446616083,Undirected
45077,D,D,Sam Farr,Gene Green,0.7822853158240631,Undirected
45078,D,D,Sam Farr,Luis Gutiérrez,0.8934774465262048,Undirected
45081,D,D,Sam Farr,Raúl Grijalva,0.9056336004469887,Undirected
45083,D,D,Sam Farr,Al Green,0.8773372060357897,Undirected
45084,D,D,Sam Farr,Alan Grayson,0.8772973753099864,Undirected
45086,D,D,Sam Farr,John Garamendi,0.8678926149981677,Undirected
45094,D,D,Sam Farr,Tulsi Gabbard,0.8638904629274426,Undirected
45095,D,D,Sam Farr,Ruben Gallego,0.9173878413846441,Undirected
45096,D,D,Sam Farr,Gwen Graham,0.7306501812447752,Undirected
45099,D,D,Sam Farr,Alcee Hastings,0.877492430560822,Undirected
45100,D,D,Sam Farr,Rubén Hinojosa,0.8063359347296359,Undirected
45101,D,D,Sam Farr,Steny Hoyer,0.8766631931826714,Undirected
45102,D,D,Sam Farr,Michael Honda,0.9073585426470838,Undirected
45104,D,D,Sam Farr,Brian Higgins,0.9029619418043675,Undirected
45106,D,D,Sam Farr,James Himes,0.8946018066357048,Undirected
45117,D,D,Sam Farr,Janice Hahn,0.9182926702690976,Undirected
45118,D,D,Sam Farr,Denny Heck,0.9011727590009441,Undirected
45121,D,D,Sam Farr,Jared Huffman,0.9188346961863207,Undirected
45127,D,D,Sam Farr,Steve Israel,0.9001430340531835,Undirected
45128,D,D,Sam Farr,Sheila Jackson Lee,0.871557185860053,Undirected
45129,D,D,Sam Farr,Eddie Johnson,0.8869452322946976,Undirected
45132,D,D,Sam Farr,Henry Johnson,0.910602568852774,Undirected
45136,D,D,Sam Farr,Hakeem Jeffries,0.9098496941771743,Undirected
45140,D,D,Sam Farr,Marcy Kaptur,0.8738361472606826,Undirected
45141,D,D,Sam Farr,Ron Kind,0.8621471307878621,Undirected
45145,D,D,Sam Farr,Ann Kirkpatrick,0.7862594170167652,Undirected
45146,D,D,Sam Farr,William Keating,0.8624176566455944,Undirected
45149,D,D,Sam Farr,Joseph Kennedy,0.9181667542948077,Undirected
45150,D,D,Sam Farr,Daniel Kildee,0.9103797290329025,Undirected
45151,D,D,Sam Farr,Derek Kilmer,0.8810231189173832,Undirected
45152,D,D,Sam Farr,Ann Kuster,0.8793396302106764,Undirected
45153,D,D,Sam Farr,Robin Kelly,0.9046376092728307,Undirected
45157,D,D,Sam Farr,Sander Levin,0.8943899766783597,Undirected
45158,D,D,Sam Farr,John Lewis,0.8899487550957281,Undirected
45159,D,D,Sam Farr,Zoe Lofgren,0.7833249617753186,Undirected
45160,D,D,Sam Farr,Nita Lowey,0.9182986622561891,Undirected
45162,D,D,Sam Farr,Barbara Lee,0.9043774546074257,Undirected
45164,D,D,Sam Farr,John Larson,0.8880343944086475,Undirected
45165,D,D,Sam Farr,James Langevin,0.8744480448638076,Undirected
45166,D,D,Sam Farr,Rick Larsen,0.9002524331715671,Undirected
45167,D,D,Sam Farr,Stephen Lynch,0.8679228962662286,Undirected
45168,D,D,Sam Farr,Daniel Lipinski,0.7926438872555027,Undirected
45170,D,D,Sam Farr,David Loebsack,0.8843136675091807,Undirected
45174,D,D,Sam Farr,Ben Luján,0.892993872481868,Undirected
45179,D,D,Sam Farr,Alan Lowenthal,0.9173603801712819,Undirected
45180,D,D,Sam Farr,Michelle Lujan Grisham,0.8690151702018256,Undirected
45181,D,D,Sam Farr,Brenda Lawrence,0.9043396333939997,Undirected
45182,D,D,Sam Farr,Ted Lieu,0.8778090700815184,Undirected
45185,D,D,Sam Farr,Carolyn Maloney,0.887001009500734,Undirected
45186,D,D,Sam Farr,James McGovern,0.9017981753684152,Undirected
45187,D,D,Sam Farr,Jim McDermott,0.8828515061510072,Undirected
45189,D,D,Sam Farr,Gregory Meeks,0.9183066547601832,Undirected
45190,D,D,Sam Farr,Betty McCollum,0.9050834921484201,Undirected
45198,D,D,Sam Farr,Gwen Moore,0.8941472965692563,Undirected
45199,D,D,Sam Farr,Doris Matsui,0.9087487320027099,Undirected
45201,D,D,Sam Farr,Jerry McNerney,0.9005744256651969,Undirected
45208,D,D,Sam Farr,Sean Maloney,0.7735402034419705,Undirected
45210,D,D,Sam Farr,Grace Meng,0.919646682874156,Undirected
45213,D,D,Sam Farr,Patrick Murphy,0.7921906271401745,Undirected
45217,D,D,Sam Farr,Seth Moulton,0.8740997385481785,Undirected
45219,D,D,Sam Farr,Jerrold Nadler,0.848869719750488,Undirected
45220,D,D,Sam Farr,Richard Neal,0.875904988385964,Undirected
45221,D,D,Sam Farr,Richard Nolan,0.8633342703138047,Undirected
45222,D,D,Sam Farr,Grace Napolitano,0.9018794223164401,Undirected
45228,D,D,Sam Farr,Donald Norcross,0.8396747457281408,Undirected
45231,D,D,Sam Farr,Beto O'Rourke,0.8963988401680743,Undirected
45232,D,D,Sam Farr,Frank Pallone,0.8854225163045232,Undirected
45233,D,D,Sam Farr,Bill Pascrell,0.9030221751074505,Undirected
45234,D,D,Sam Farr,Nancy Pelosi,0.9128086369510371,Undirected
45235,D,D,Sam Farr,Collin Peterson,0.6207188850873868,Undirected
45237,D,D,Sam Farr,David Price,0.9245038895901558,Undirected
45241,D,D,Sam Farr,Ed Perlmutter,0.8658597160063589,Undirected
45243,D,D,Sam Farr,Chellie Pingree,0.9133294254854092,Undirected
45244,D,D,Sam Farr,Jared Polis,0.8607553598154003,Undirected
45248,D,D,Sam Farr,Donald Payne,0.8511572552847433,Undirected
45251,D,D,Sam Farr,Mark Pocan,0.9243746621467208,Undirected
45252,D,D,Sam Farr,Scott Peters,0.8256080819869469,Undirected
45255,D,D,Sam Farr,Mike Quigley,0.9241898049911268,Undirected
45256,D,D,Sam Farr,Charles Rangel,0.9033029956408769,Undirected
45260,D,D,Sam Farr,Lucille Roybal-Allard,0.9036951425398897,Undirected
45262,D,D,Sam Farr,Bobby Rush,0.8762002184931487,Undirected
45265,D,D,Sam Farr,C. Ruppersberger,0.7876120761444125,Undirected
45266,D,D,Sam Farr,Tim Ryan,0.8805890134617168,Undirected
45274,D,D,Sam Farr,Cedric Richmond,0.8733756995214168,Undirected
45281,D,D,Sam Farr,Raul Ruiz,0.8118802091823947,Undirected
45283,D,D,Sam Farr,Kathleen Rice,0.8553084503597443,Undirected
45287,D,D,Sam Farr,Loretta Sanchez,0.8615265859521157,Undirected
45289,D,D,Sam Farr,Robert Scott,0.8543647999621874,Undirected
45291,D,D,Sam Farr,José Serrano,0.9380640827312043,Undirected
45293,D,D,Sam Farr,Brad Sherman,0.897581770131693,Undirected
45295,D,D,Sam Farr,Louise Slaughter,0.8906021965462613,Undirected
45296,D,D,Sam Farr,Adam Smith,0.804713370624987,Undirected
45299,D,D,Sam Farr,Janice Schakowsky,0.9411535653066678,Undirected
45301,D,D,Sam Farr,Adam Schiff,0.9114676069483207,Undirected
45303,D,D,Sam Farr,Linda Sánchez,0.8878292884150969,Undirected
45304,D,D,Sam Farr,David Scott,0.8835992531412318,Undirected
45305,D,D,Sam Farr,Albio Sires,0.9011349063255252,Undirected
45306,D,D,Sam Farr,John Sarbanes,0.9012632650479506,Undirected
45308,D,D,Sam Farr,Jackie Speier,0.8877639474480191,Undirected
45311,D,D,Sam Farr,Kurt Schrader,0.811782120089332,Undirected
45313,D,D,Sam Farr,Terri Sewell,0.839400484379512,Undirected
45317,D,D,Sam Farr,Kyrsten Sinema,0.6622326846601901,Undirected
45319,D,D,Sam Farr,Eric Swalwell,0.8843193746364468,Undirected
45322,D,D,Sam Farr,Bennie Thompson,0.8910147456238857,Undirected
45324,D,D,Sam Farr,Mike Thompson,0.8830645071985577,Undirected
45327,D,D,Sam Farr,Niki Tsongas,0.8707683757929874,Undirected
45329,D,D,Sam Farr,Dina Titus,0.8772072791057357,Undirected
45330,D,D,Sam Farr,Paul Tonko,0.8808999986241013,Undirected
45332,D,D,Sam Farr,Mark Takano,0.9329980246579987,Undirected
45333,D,D,Sam Farr,Mark Takai,0.90848709069395,Undirected
45334,D,D,Sam Farr,Norma Torres,0.8808317697065885,Undirected
45337,D,D,Sam Farr,Nydia Velázquez,0.7645243627804414,Undirected
45338,D,D,Sam Farr,Peter Visclosky,0.8529546824126453,Undirected
45339,D,D,Sam Farr,Chris Van Hollen,0.9121095845788109,Undirected
45341,D,D,Sam Farr,Juan Vargas,0.8898740584998922,Undirected
45342,D,D,Sam Farr,Marc Veasey,0.878738581540935,Undirected
45343,D,D,Sam Farr,Filemon Vela,0.8144817960218226,Undirected
45344,D,D,Sam Farr,Maxine Waters,0.8945645276971508,Undirected
45349,D,D,Sam Farr,Debbie Wasserman Schultz,0.8737635308366349,Undirected
45351,D,D,Sam Farr,Timothy Walz,0.84819227759252,Undirected
45352,D,D,Sam Farr,Peter Welch,0.8823037912421527,Undirected
45355,D,D,Sam Farr,Frederica Wilson,0.8396762356434074,Undirected
45366,D,D,Sam Farr,Bonnie Watson Coleman,0.8690642346105854,Undirected
45368,D,D,Sam Farr,John Yarmuth,0.8952138032960019,Undirected
45381,D,D,Chaka Fattah,Bill Foster,0.9098634032270541,Undirected
45382,D,D,Chaka Fattah,Marcia Fudge,0.8917730452631571,Undirected
45388,D,D,Chaka Fattah,Lois Frankel,0.9074972662836471,Undirected
45391,D,D,Chaka Fattah,Gene Green,0.8003258416730139,Undirected
45392,D,D,Chaka Fattah,Luis Gutiérrez,0.9045555417066267,Undirected
45395,D,D,Chaka Fattah,Raúl Grijalva,0.8919897178598026,Undirected
45397,D,D,Chaka Fattah,Al Green,0.8988207613359982,Undirected
45398,D,D,Chaka Fattah,Alan Grayson,0.9073323731790858,Undirected
45400,D,D,Chaka Fattah,John Garamendi,0.8830277472537384,Undirected
45408,D,D,Chaka Fattah,Tulsi Gabbard,0.8942185620586723,Undirected
45409,D,D,Chaka Fattah,Ruben Gallego,0.9198442272893084,Undirected
45410,D,D,Chaka Fattah,Gwen Graham,0.75456575746892,Undirected
45413,D,D,Chaka Fattah,Alcee Hastings,0.8736156124694124,Undirected
45414,D,D,Chaka Fattah,Rubén Hinojosa,0.8010677046451682,Undirected
45415,D,D,Chaka Fattah,Steny Hoyer,0.865099456772585,Undirected
45416,D,D,Chaka Fattah,Michael Honda,0.903349329781896,Undirected
45418,D,D,Chaka Fattah,Brian Higgins,0.9292063871167116,Undirected
45420,D,D,Chaka Fattah,James Himes,0.8996771074227308,Undirected
45431,D,D,Chaka Fattah,Janice Hahn,0.9199627323347244,Undirected
45432,D,D,Chaka Fattah,Denny Heck,0.913735288582456,Undirected
45435,D,D,Chaka Fattah,Jared Huffman,0.9200754184332742,Undirected
45441,D,D,Chaka Fattah,Steve Israel,0.8896894834312308,Undirected
45442,D,D,Chaka Fattah,Sheila Jackson Lee,0.8637628181261751,Undirected
45443,D,D,Chaka Fattah,Eddie Johnson,0.8860719008623699,Undirected
45446,D,D,Chaka Fattah,Henry Johnson,0.9077829996220206,Undirected
45450,D,D,Chaka Fattah,Hakeem Jeffries,0.917091095395962,Undirected
45454,D,D,Chaka Fattah,Marcy Kaptur,0.8927032959456052,Undirected
45455,D,D,Chaka Fattah,Ron Kind,0.8583761092782738,Undirected
45459,D,D,Chaka Fattah,Ann Kirkpatrick,0.8030351341551151,Undirected
45460,D,D,Chaka Fattah,William Keating,0.8799540573909275,Undirected
45463,D,D,Chaka Fattah,Joseph Kennedy,0.9119407419699319,Undirected
45464,D,D,Chaka Fattah,Daniel Kildee,0.9343996496361631,Undirected
45465,D,D,Chaka Fattah,Derek Kilmer,0.8801036512493849,Undirected
45466,D,D,Chaka Fattah,Ann Kuster,0.9072735711058657,Undirected
45467,D,D,Chaka Fattah,Robin Kelly,0.9148701305378492,Undirected
45471,D,D,Chaka Fattah,Sander Levin,0.8945585239694109,Undirected
45472,D,D,Chaka Fattah,John Lewis,0.874834384947928,Undirected
45473,D,D,Chaka Fattah,Zoe Lofgren,0.7869152179233823,Undirected
45474,D,D,Chaka Fattah,Nita Lowey,0.9151315467560248,Undirected
45476,D,D,Chaka Fattah,Barbara Lee,0.8788601302922097,Undirected
45478,D,D,Chaka Fattah,John Larson,0.9154150291665586,Undirected
45479,D,D,Chaka Fattah,James Langevin,0.8902333173173564,Undirected
45480,D,D,Chaka Fattah,Rick Larsen,0.8977564033436788,Undirected
45481,D,D,Chaka Fattah,Stephen Lynch,0.8801231615169003,Undirected
45482,D,D,Chaka Fattah,Daniel Lipinski,0.8129012956206569,Undirected
45484,D,D,Chaka Fattah,David Loebsack,0.8894327758042405,Undirected
45488,D,D,Chaka Fattah,Ben Luján,0.9027936726410157,Undirected
45493,D,D,Chaka Fattah,Alan Lowenthal,0.9278863759249343,Undirected
45494,D,D,Chaka Fattah,Michelle Lujan Grisham,0.8857005720669577,Undirected
45495,D,D,Chaka Fattah,Brenda Lawrence,0.9128076736675508,Undirected
45496,D,D,Chaka Fattah,Ted Lieu,0.9228340683984274,Undirected
45499,D,D,Chaka Fattah,Carolyn Maloney,0.887981081624874,Undirected
45500,D,D,Chaka Fattah,James McGovern,0.913766522897888,Undirected
45501,D,D,Chaka Fattah,Jim McDermott,0.8801500079833144,Undirected
45503,D,D,Chaka Fattah,Gregory Meeks,0.8953379682257474,Undirected
45504,D,D,Chaka Fattah,Betty McCollum,0.9251440889767637,Undirected
45512,D,D,Chaka Fattah,Gwen Moore,0.9080338360064109,Undirected
45513,D,D,Chaka Fattah,Doris Matsui,0.9159925433941161,Undirected
45515,D,D,Chaka Fattah,Jerry McNerney,0.9016490170806706,Undirected
45522,D,D,Chaka Fattah,Sean Maloney,0.8005558915002027,Undirected
45524,D,D,Chaka Fattah,Grace Meng,0.9074619587743897,Undirected
45527,D,D,Chaka Fattah,Patrick Murphy,0.8102541570346843,Undirected
45531,D,D,Chaka Fattah,Seth Moulton,0.887138851424438,Undirected
45533,D,D,Chaka Fattah,Jerrold Nadler,0.8514792479431571,Undirected
45534,D,D,Chaka Fattah,Richard Neal,0.8859944295421968,Undirected
45535,D,D,Chaka Fattah,Richard Nolan,0.8769928214734539,Undirected
45536,D,D,Chaka Fattah,Grace Napolitano,0.905587213287278,Undirected
45542,D,D,Chaka Fattah,Donald Norcross,0.8595388719814779,Undirected
45545,D,D,Chaka Fattah,Beto O'Rourke,0.9013282408509314,Undirected
45546,D,D,Chaka Fattah,Frank Pallone,0.895496047126232,Undirected
45547,D,D,Chaka Fattah,Bill Pascrell,0.9144695868549009,Undirected
45548,D,D,Chaka Fattah,Nancy Pelosi,0.9169962488722865,Undirected
45549,D,D,Chaka Fattah,Collin Peterson,0.635184889353364,Undirected
45551,D,D,Chaka Fattah,David Price,0.9168497711797512,Undirected
45555,D,D,Chaka Fattah,Ed Perlmutter,0.8873952726971714,Undirected
45557,D,D,Chaka Fattah,Chellie Pingree,0.9498311598039131,Undirected
45558,D,D,Chaka Fattah,Jared Polis,0.8850487640383142,Undirected
45562,D,D,Chaka Fattah,Donald Payne,0.835808536615315,Undirected
45565,D,D,Chaka Fattah,Mark Pocan,0.9262416473818458,Undirected
45566,D,D,Chaka Fattah,Scott Peters,0.8152545000507084,Undirected
45569,D,D,Chaka Fattah,Mike Quigley,0.9108744640615483,Undirected
45570,D,D,Chaka Fattah,Charles Rangel,0.9125971590572737,Undirected
45574,D,D,Chaka Fattah,Lucille Roybal-Allard,0.9055183041021719,Undirected
45576,D,D,Chaka Fattah,Bobby Rush,0.8842638460548332,Undirected
45579,D,D,Chaka Fattah,C. Ruppersberger,0.8173489059382761,Undirected
45580,D,D,Chaka Fattah,Tim Ryan,0.8951261404500179,Undirected
45588,D,D,Chaka Fattah,Cedric Richmond,0.8938802879371617,Undirected
45595,D,D,Chaka Fattah,Raul Ruiz,0.8319051054090421,Undirected
45597,D,D,Chaka Fattah,Kathleen Rice,0.8578008648053006,Undirected
45601,D,D,Chaka Fattah,Loretta Sanchez,0.8777253132036423,Undirected
45603,D,D,Chaka Fattah,Robert Scott,0.8735334573649425,Undirected
45605,D,D,Chaka Fattah,José Serrano,0.9507835745896098,Undirected
45607,D,D,Chaka Fattah,Brad Sherman,0.9084320175359795,Undirected
45609,D,D,Chaka Fattah,Louise Slaughter,0.900319866382082,Undirected
45610,D,D,Chaka Fattah,Adam Smith,0.8138569464026512,Undirected
45613,D,D,Chaka Fattah,Janice Schakowsky,0.9170012868910686,Undirected
45615,D,D,Chaka Fattah,Adam Schiff,0.9275536197772074,Undirected
45617,D,D,Chaka Fattah,Linda Sánchez,0.9181537722792905,Undirected
45618,D,D,Chaka Fattah,David Scott,0.903408742605211,Undirected
45619,D,D,Chaka Fattah,Albio Sires,0.9166496425630553,Undirected
45620,D,D,Chaka Fattah,John Sarbanes,0.9116422223103446,Undirected
