,Party 1,Party 2,Source,Target,Weight,Type
1302,D,D,Alma Adams,Pete Aguilar,0.8114128610996643,Undirected
1304,D,D,Alma Adams,Brad Ashford,0.6915647979541607,Undirected
1307,D,D,Alma Adams,Xavier Becerra,0.867049492672531,Undirected
1308,D,D,Alma Adams,Sanford Bishop,0.8127372900772363,Undirected
1309,D,D,Alma Adams,Earl Blumenauer,0.8068157559765361,Undirected
1312,D,D,Alma Adams,Corrine Brown,0.842415498718218,Undirected
1313,D,D,Alma Adams,Robert Brady,0.8884182112554586,Undirected
1317,D,D,Alma Adams,George Butterfield,0.8840148626663398,Undirected
1322,D,D,Alma Adams,Karen Bass,0.8517238456403469,Undirected
1327,D,D,Alma Adams,Suzanne Bonamici,0.8632783026721724,Undirected
1328,D,D,Alma Adams,Joyce Beatty,0.8862099702168434,Undirected
1332,D,D,Alma Adams,Julia Brownley,0.8369366590043994,Undirected
1333,D,D,Alma Adams,Cheri Bustos,0.8093256450943473,Undirected
1334,D,D,Alma Adams,Ami Bera,0.8160549380140804,Undirected
1338,D,D,Alma Adams,Donald Beyer,0.8717868400570541,Undirected
1342,D,D,Alma Adams,Brendan Boyle,0.8691989328493963,Undirected
1346,D,D,Alma Adams,James Clyburn,0.8623736556146899,Undirected
1347,D,D,Alma Adams,John Conyers,0.786428665310601,Undirected
1348,D,D,Alma Adams,Jim Cooper,0.7522801554105956,Undirected
1349,D,D,Alma Adams,Elijah Cummings,0.8870823314302383,Undirected
1350,D,D,Alma Adams,Lois Capps,0.8386576736051237,Undirected
1351,D,D,Alma Adams,Michael Capuano,0.8526764883307822,Undirected
1352,D,D,Alma Adams,Joseph Crowley,0.874216376758893,Undirected
1355,D,D,Alma Adams,Wm. Clay,0.8495414640330461,Undirected
1358,D,D,Alma Adams,Jim Costa,0.7107348453479199,Undirected
1359,D,D,Alma Adams,Emanuel Cleaver,0.8684942184556547,Undirected
1361,D,D,Alma Adams,Henry Cuellar,0.6578646500472005,Undirected
1362,D,D,Alma Adams,Kathy Castor,0.8953845296382774,Undirected
1363,D,D,Alma Adams,Yvette Clarke,0.8714627435837267,Undirected
1364,D,D,Alma Adams,Steve Cohen,0.8759269791907294,Undirected
1365,D,D,Alma Adams,Joe Courtney,0.8281184332615574,Undirected
1366,D,D,Alma Adams,André Carson,0.8975807183268535,Undirected
1369,D,D,Alma Adams,Gerald Connolly,0.871482508447899,Undirected
1370,D,D,Alma Adams,Judy Chu,0.851555869436629,Undirected
1371,D,D,Alma Adams,John Carney,0.8760760619309425,Undirected
1372,D,D,Alma Adams,David Cicilline,0.8708471847597764,Undirected
1374,D,D,Alma Adams,Matthew Cartwright,0.8556723014532625,Undirected
1375,D,D,Alma Adams,Joaquin Castro,0.8542687297492882,Undirected
1380,D,D,Alma Adams,Tony Cárdenas,0.8760644654942522,Undirected
1381,D,D,Alma Adams,Katherine Clark,0.8584972004624405,Undirected
1387,D,D,Alma Adams,Danny Davis,0.8569775667063267,Undirected
1388,D,D,Alma Adams,Peter DeFazio,0.8525573665635541,Undirected
1389,D,D,Alma Adams,Diana DeGette,0.86767572157906,Undirected
1390,D,D,Alma Adams,Rosa DeLauro,0.8648984685611717,Undirected
1391,D,D,Alma Adams,Lloyd Doggett,0.8439235395402862,Undirected
1392,D,D,Alma Adams,Michael Doyle,0.8396004130431942,Undirected
1394,D,D,Alma Adams,Susan Davis,0.8659381437374533,Undirected
1397,D,D,Alma Adams,Theodore Deutch,0.8344488126993925,Undirected
1403,D,D,Alma Adams,Suzan DelBene,0.8705926330828109,Undirected
1405,D,D,Alma Adams,John Delaney,0.8188604643210056,Undirected
1407,D,D,Alma Adams,Tammy Duckworth,0.8100285466904209,Undirected
1408,D,D,Alma Adams,Mark DeSaulnier,0.8785580415490355,Undirected
1409,D,D,Alma Adams,Debbie Dingell,0.90109198956561,Undirected
1411,D,D,Alma Adams,Eliot Engel,0.8510638678137691,Undirected
1412,D,D,Alma Adams,Anna Eshoo,0.8625705511224191,Undirected
1413,D,D,Alma Adams,Keith Ellison,0.8256092073967123,Undirected
1414,D,D,Alma Adams,Donna Edwards,0.8682774181910743,Undirected
1416,D,D,Alma Adams,Elizabeth Esty,0.8700483098940404,Undirected
1418,D,D,Alma Adams,Sam Farr,0.8573162783104811,Undirected
1419,D,D,Alma Adams,Chaka Fattah,0.8679990324931736,Undirected
1426,D,D,Alma Adams,Bill Foster,0.8607541040081425,Undirected
1427,D,D,Alma Adams,Marcia Fudge,0.8942837469579126,Undirected
1433,D,D,Alma Adams,Lois Frankel,0.8732821053307407,Undirected
1436,D,D,Alma Adams,Gene Green,0.789561306160101,Undirected
1437,D,D,Alma Adams,Luis Gutiérrez,0.8702335013045244,Undirected
1440,D,D,Alma Adams,Raúl Grijalva,0.8364212037446401,Undirected
1442,D,D,Alma Adams,Al Green,0.851127928940689,Undirected
1443,D,D,Alma Adams,Alan Grayson,0.8501796600059015,Undirected
1445,D,D,Alma Adams,John Garamendi,0.8362465027752641,Undirected
1453,D,D,Alma Adams,Tulsi Gabbard,0.8424233356314181,Undirected
1454,D,D,Alma Adams,Ruben Gallego,0.8722880721482413,Undirected
1455,D,D,Alma Adams,Gwen Graham,0.7323125523148614,Undirected
1458,D,D,Alma Adams,Alcee Hastings,0.8573248809974595,Undirected
1459,D,D,Alma Adams,Rubén Hinojosa,0.7454052377358381,Undirected
1460,D,D,Alma Adams,Steny Hoyer,0.8584807730796425,Undirected
1461,D,D,Alma Adams,Michael Honda,0.881462684570659,Undirected
1463,D,D,Alma Adams,Brian Higgins,0.892844024145712,Undirected
1465,D,D,Alma Adams,James Himes,0.8479051917839822,Undirected
1476,D,D,Alma Adams,Janice Hahn,0.8644901321153395,Undirected
1477,D,D,Alma Adams,Denny Heck,0.8713292864642903,Undirected
1480,D,D,Alma Adams,Jared Huffman,0.8656852411575358,Undirected
1486,D,D,Alma Adams,Steve Israel,0.882789479030613,Undirected
1487,D,D,Alma Adams,Sheila Jackson Lee,0.8994147457473372,Undirected
1488,D,D,Alma Adams,Eddie Johnson,0.8389039710506789,Undirected
1491,D,D,Alma Adams,Henry Johnson,0.8361570173414092,Undirected
1495,D,D,Alma Adams,Hakeem Jeffries,0.8926381846445091,Undirected
1499,D,D,Alma Adams,Marcy Kaptur,0.8510967538599842,Undirected
1500,D,D,Alma Adams,Ron Kind,0.8336409708874392,Undirected
1504,D,D,Alma Adams,Ann Kirkpatrick,0.7870468244580677,Undirected
1505,D,D,Alma Adams,William Keating,0.8594068449368961,Undirected
1508,D,D,Alma Adams,Joseph Kennedy,0.8771337322545654,Undirected
1509,D,D,Alma Adams,Daniel Kildee,0.8704353725690281,Undirected
1510,D,D,Alma Adams,Derek Kilmer,0.870798969470729,Undirected
1511,D,D,Alma Adams,Ann Kuster,0.8552893316608232,Undirected
1512,D,D,Alma Adams,Robin Kelly,0.8902394898578097,Undirected
1516,D,D,Alma Adams,Sander Levin,0.886946453395308,Undirected
1517,D,D,Alma Adams,John Lewis,0.8285425601666738,Undirected
1518,D,D,Alma Adams,Zoe Lofgren,0.7395971829818556,Undirected
1519,D,D,Alma Adams,Nita Lowey,0.8837802848842521,Undirected
1521,D,D,Alma Adams,Barbara Lee,0.7932911784531365,Undirected
1523,D,D,Alma Adams,John Larson,0.8535515201779775,Undirected
1524,D,D,Alma Adams,James Langevin,0.8685961464677356,Undirected
1525,D,D,Alma Adams,Rick Larsen,0.8437738628048171,Undirected
1526,D,D,Alma Adams,Stephen Lynch,0.8839610116481911,Undirected
1527,D,D,Alma Adams,Daniel Lipinski,0.7737723280014135,Undirected
1529,D,D,Alma Adams,David Loebsack,0.8562776839302921,Undirected
1533,D,D,Alma Adams,Ben Luján,0.8889530334758979,Undirected
1538,D,D,Alma Adams,Alan Lowenthal,0.8564661815683343,Undirected
1539,D,D,Alma Adams,Michelle Lujan Grisham,0.847230195752666,Undirected
1540,D,D,Alma Adams,Brenda Lawrence,0.9019854594915523,Undirected
1541,D,D,Alma Adams,Ted Lieu,0.8454907793672288,Undirected
1544,D,D,Alma Adams,Carolyn Maloney,0.8955432024942402,Undirected
1545,D,D,Alma Adams,James McGovern,0.8834671469206331,Undirected
1546,D,D,Alma Adams,Jim McDermott,0.8687337765903125,Undirected
1548,D,D,Alma Adams,Gregory Meeks,0.8565501603909642,Undirected
1549,D,D,Alma Adams,Betty McCollum,0.8689755842790222,Undirected
1557,D,D,Alma Adams,Gwen Moore,0.8735729769347,Undirected
1558,D,D,Alma Adams,Doris Matsui,0.8919844870016383,Undirected
1560,D,D,Alma Adams,Jerry McNerney,0.8644687690638515,Undirected
1567,D,D,Alma Adams,Sean Maloney,0.8024444280782189,Undirected
1569,D,D,Alma Adams,Grace Meng,0.8564165003845059,Undirected
1572,D,D,Alma Adams,Patrick Murphy,0.8172185199989531,Undirected
1576,D,D,Alma Adams,Seth Moulton,0.8392181767418545,Undirected
1578,D,D,Alma Adams,Jerrold Nadler,0.7936998781429332,Undirected
1579,D,D,Alma Adams,Richard Neal,0.8642613427851964,Undirected
1580,D,D,Alma Adams,Richard Nolan,0.8330320962631989,Undirected
1581,D,D,Alma Adams,Grace Napolitano,0.8448137821658805,Undirected
1587,D,D,Alma Adams,Donald Norcross,0.8589165011326647,Undirected
1590,D,D,Alma Adams,Beto O'Rourke,0.8346573721507022,Undirected
1591,D,D,Alma Adams,Frank Pallone,0.8891316937514493,Undirected
1592,D,D,Alma Adams,Bill Pascrell,0.859574773441345,Undirected
1593,D,D,Alma Adams,Nancy Pelosi,0.8778581015818874,Undirected
1594,D,D,Alma Adams,Collin Peterson,0.6168247937692737,Undirected
1596,D,D,Alma Adams,David Price,0.8789613392044758,Undirected
1600,D,D,Alma Adams,Ed Perlmutter,0.8344688104048125,Undirected
1602,D,D,Alma Adams,Chellie Pingree,0.8833686445701904,Undirected
1603,D,D,Alma Adams,Jared Polis,0.8202442657472893,Undirected
1607,D,D,Alma Adams,Donald Payne,0.777148393044218,Undirected
1610,D,D,Alma Adams,Mark Pocan,0.8572369551443361,Undirected
1611,D,D,Alma Adams,Scott Peters,0.7929624424816016,Undirected
1614,D,D,Alma Adams,Mike Quigley,0.8682086732999268,Undirected
1615,D,D,Alma Adams,Charles Rangel,0.8519175852269563,Undirected
1619,D,D,Alma Adams,Lucille Roybal-Allard,0.9004252304048377,Undirected
1621,D,D,Alma Adams,Bobby Rush,0.8386922027221275,Undirected
1624,D,D,Alma Adams,C. Ruppersberger,0.7693134153692076,Undirected
1625,D,D,Alma Adams,Tim Ryan,0.8705733632285944,Undirected
1633,D,D,Alma Adams,Cedric Richmond,0.8503179997501148,Undirected
1640,D,D,Alma Adams,Raul Ruiz,0.8003014694755504,Undirected
1642,D,D,Alma Adams,Kathleen Rice,0.8224994803627215,Undirected
1646,D,D,Alma Adams,Loretta Sanchez,0.845055281229744,Undirected
1648,D,D,Alma Adams,Robert Scott,0.8339168385916693,Undirected
1650,D,D,Alma Adams,José Serrano,0.8807148444090263,Undirected
1652,D,D,Alma Adams,Brad Sherman,0.8525419188326959,Undirected
1654,D,D,Alma Adams,Louise Slaughter,0.862444829793236,Undirected
1655,D,D,Alma Adams,Adam Smith,0.7589321762863778,Undirected
1658,D,D,Alma Adams,Janice Schakowsky,0.8730913735536359,Undirected
1660,D,D,Alma Adams,Adam Schiff,0.8947944109553021,Undirected
1662,D,D,Alma Adams,Linda Sánchez,0.9033798366772057,Undirected
1663,D,D,Alma Adams,David Scott,0.8756205473041481,Undirected
1664,D,D,Alma Adams,Albio Sires,0.8930250364044687,Undirected
1665,D,D,Alma Adams,John Sarbanes,0.8835872851417409,Undirected
1667,D,D,Alma Adams,Jackie Speier,0.8125926353532786,Undirected
1670,D,D,Alma Adams,Kurt Schrader,0.7564072110535716,Undirected
1672,D,D,Alma Adams,Terri Sewell,0.8158647835273349,Undirected
1676,D,D,Alma Adams,Kyrsten Sinema,0.6643136736523766,Undirected
1678,D,D,Alma Adams,Eric Swalwell,0.8673866051163401,Undirected
1681,D,D,Alma Adams,Bennie Thompson,0.8823715882892234,Undirected
1683,D,D,Alma Adams,Mike Thompson,0.8667802549800097,Undirected
1686,D,D,Alma Adams,Niki Tsongas,0.8340120646627385,Undirected
1688,D,D,Alma Adams,Dina Titus,0.8576809852877416,Undirected
1689,D,D,Alma Adams,Paul Tonko,0.8642113982608741,Undirected
1691,D,D,Alma Adams,Mark Takano,0.8751704582790416,Undirected
1692,D,D,Alma Adams,Mark Takai,0.8701957197887299,Undirected
1693,D,D,Alma Adams,Norma Torres,0.8810766224978324,Undirected
1696,D,D,Alma Adams,Nydia Velázquez,0.7460120681333156,Undirected
1697,D,D,Alma Adams,Peter Visclosky,0.841495206057191,Undirected
1698,D,D,Alma Adams,Chris Van Hollen,0.8892908074233308,Undirected
1700,D,D,Alma Adams,Juan Vargas,0.8928584150495233,Undirected
1701,D,D,Alma Adams,Marc Veasey,0.8859551263664396,Undirected
1702,D,D,Alma Adams,Filemon Vela,0.8239371419997061,Undirected
1703,D,D,Alma Adams,Maxine Waters,0.8413651556737887,Undirected
1708,D,D,Alma Adams,Debbie Wasserman Schultz,0.8016532607590277,Undirected
1710,D,D,Alma Adams,Timothy Walz,0.8136605479563594,Undirected
1711,D,D,Alma Adams,Peter Welch,0.8252008952724466,Undirected
1714,D,D,Alma Adams,Frederica Wilson,0.8374170761301986,Undirected
1725,D,D,Alma Adams,Bonnie Watson Coleman,0.8717549467330115,Undirected
1727,D,D,Alma Adams,John Yarmuth,0.8375038948710413,Undirected
1735,D,D,Pete Aguilar,Brad Ashford,0.7807073607805153,Undirected
1738,D,D,Pete Aguilar,Xavier Becerra,0.8095588834049887,Undirected
1739,D,D,Pete Aguilar,Sanford Bishop,0.8496471384367398,Undirected
1740,D,D,Pete Aguilar,Earl Blumenauer,0.776674806758971,Undirected
1743,D,D,Pete Aguilar,Corrine Brown,0.833987563283125,Undirected
1744,D,D,Pete Aguilar,Robert Brady,0.8515944119947501,Undirected
1748,D,D,Pete Aguilar,George Butterfield,0.8619165482113527,Undirected
1753,D,D,Pete Aguilar,Karen Bass,0.8285390318810251,Undirected
1758,D,D,Pete Aguilar,Suzanne Bonamici,0.8282170921179846,Undirected
1759,D,D,Pete Aguilar,Joyce Beatty,0.8572494638227521,Undirected
1763,D,D,Pete Aguilar,Julia Brownley,0.9238631588133381,Undirected
1764,D,D,Pete Aguilar,Cheri Bustos,0.8804264404917534,Undirected
1765,D,D,Pete Aguilar,Ami Bera,0.8993364789178631,Undirected
1769,D,D,Pete Aguilar,Donald Beyer,0.8583164581129374,Undirected
1773,D,D,Pete Aguilar,Brendan Boyle,0.8608151625575741,Undirected
1777,D,D,Pete Aguilar,James Clyburn,0.8458235251991459,Undirected
1778,D,D,Pete Aguilar,John Conyers,0.7438627229599287,Undirected
1779,D,D,Pete Aguilar,Jim Cooper,0.7910829502596508,Undirected
1780,D,D,Pete Aguilar,Elijah Cummings,0.8547918770844334,Undirected
1781,D,D,Pete Aguilar,Lois Capps,0.827929129940193,Undirected
1782,D,D,Pete Aguilar,Michael Capuano,0.8432090174975428,Undirected
1783,D,D,Pete Aguilar,Joseph Crowley,0.8430371476493026,Undirected
1786,D,D,Pete Aguilar,Wm. Clay,0.8329717114157014,Undirected
1789,D,D,Pete Aguilar,Jim Costa,0.786832093820436,Undirected
1790,D,D,Pete Aguilar,Emanuel Cleaver,0.8178588788937087,Undirected
1792,D,D,Pete Aguilar,Henry Cuellar,0.7474908602089989,Undirected
1793,D,D,Pete Aguilar,Kathy Castor,0.8698900270395284,Undirected
1794,D,D,Pete Aguilar,Yvette Clarke,0.8247371615327059,Undirected
1795,D,D,Pete Aguilar,Steve Cohen,0.8214144441184369,Undirected
1796,D,D,Pete Aguilar,Joe Courtney,0.8609475810136714,Undirected
1797,D,D,Pete Aguilar,André Carson,0.8439577583545459,Undirected
1800,D,D,Pete Aguilar,Gerald Connolly,0.8800491960045047,Undirected
1801,D,D,Pete Aguilar,Judy Chu,0.8202277598837593,Undirected
1802,D,D,Pete Aguilar,John Carney,0.8507026889863842,Undirected
1803,D,D,Pete Aguilar,David Cicilline,0.8238850636416124,Undirected
1805,D,D,Pete Aguilar,Matthew Cartwright,0.8514244793298853,Undirected
1806,D,D,Pete Aguilar,Joaquin Castro,0.8611306685054976,Undirected
1811,D,D,Pete Aguilar,Tony Cárdenas,0.8307140225740699,Undirected
1812,D,D,Pete Aguilar,Katherine Clark,0.8298261581576816,Undirected
1818,D,D,Pete Aguilar,Danny Davis,0.8360219295424284,Undirected
1819,D,D,Pete Aguilar,Peter DeFazio,0.7969401178205882,Undirected
1820,D,D,Pete Aguilar,Diana DeGette,0.8464238547198607,Undirected
1821,D,D,Pete Aguilar,Rosa DeLauro,0.8423957939838751,Undirected
1822,D,D,Pete Aguilar,Lloyd Doggett,0.8123940322265017,Undirected
1823,D,D,Pete Aguilar,Michael Doyle,0.8072313961150366,Undirected
1825,D,D,Pete Aguilar,Susan Davis,0.8670527511459061,Undirected
1828,D,D,Pete Aguilar,Theodore Deutch,0.801157552168517,Undirected
1834,D,D,Pete Aguilar,Suzan DelBene,0.8651144227209153,Undirected
1836,D,D,Pete Aguilar,John Delaney,0.8743218928238023,Undirected
1838,D,D,Pete Aguilar,Tammy Duckworth,0.8887993637134135,Undirected
1839,D,D,Pete Aguilar,Mark DeSaulnier,0.8429717297779118,Undirected
1840,D,D,Pete Aguilar,Debbie Dingell,0.8567415977737113,Undirected
1842,D,D,Pete Aguilar,Eliot Engel,0.8202335585533098,Undirected
1843,D,D,Pete Aguilar,Anna Eshoo,0.8365567462890364,Undirected
1844,D,D,Pete Aguilar,Keith Ellison,0.8012922491146999,Undirected
1845,D,D,Pete Aguilar,Donna Edwards,0.8308542725898773,Undirected
1847,D,D,Pete Aguilar,Elizabeth Esty,0.8649923959231833,Undirected
1849,D,D,Pete Aguilar,Sam Farr,0.8077630959558786,Undirected
1850,D,D,Pete Aguilar,Chaka Fattah,0.8231103766669001,Undirected
1857,D,D,Pete Aguilar,Bill Foster,0.8556797569153332,Undirected
1858,D,D,Pete Aguilar,Marcia Fudge,0.864859430464519,Undirected
1864,D,D,Pete Aguilar,Lois Frankel,0.8265687969915505,Undirected
1867,D,D,Pete Aguilar,Gene Green,0.842028556323663,Undirected
1868,D,D,Pete Aguilar,Luis Gutiérrez,0.83314156794647,Undirected
1871,D,D,Pete Aguilar,Raúl Grijalva,0.7813200340313996,Undirected
1873,D,D,Pete Aguilar,Al Green,0.8508348385187747,Undirected
1874,D,D,Pete Aguilar,Alan Grayson,0.7946569116809432,Undirected
1876,D,D,Pete Aguilar,John Garamendi,0.840414842083147,Undirected
1884,D,D,Pete Aguilar,Tulsi Gabbard,0.8447897650402768,Undirected
1885,D,D,Pete Aguilar,Ruben Gallego,0.8221132650296874,Undirected
1886,D,D,Pete Aguilar,Gwen Graham,0.8379136810197185,Undirected
1889,D,D,Pete Aguilar,Alcee Hastings,0.8117771421770824,Undirected
1890,D,D,Pete Aguilar,Rubén Hinojosa,0.7491250409426671,Undirected
1891,D,D,Pete Aguilar,Steny Hoyer,0.8605157554290763,Undirected
1892,D,D,Pete Aguilar,Michael Honda,0.8529008471255403,Undirected
1894,D,D,Pete Aguilar,Brian Higgins,0.8666082696967556,Undirected
1896,D,D,Pete Aguilar,James Himes,0.848556853977714,Undirected
1907,D,D,Pete Aguilar,Janice Hahn,0.8469244793768758,Undirected
1908,D,D,Pete Aguilar,Denny Heck,0.8769574140171749,Undirected
1911,D,D,Pete Aguilar,Jared Huffman,0.829587676081563,Undirected
1917,D,D,Pete Aguilar,Steve Israel,0.8791674175274942,Undirected
1918,D,D,Pete Aguilar,Sheila Jackson Lee,0.8087245481102705,Undirected
1919,D,D,Pete Aguilar,Eddie Johnson,0.8231882683409182,Undirected
1922,D,D,Pete Aguilar,Henry Johnson,0.7955576947306024,Undirected
1926,D,D,Pete Aguilar,Hakeem Jeffries,0.8610926290399195,Undirected
1930,D,D,Pete Aguilar,Marcy Kaptur,0.8152577632688371,Undirected
1931,D,D,Pete Aguilar,Ron Kind,0.8538407339773022,Undirected
1935,D,D,Pete Aguilar,Ann Kirkpatrick,0.881419700831224,Undirected
1936,D,D,Pete Aguilar,William Keating,0.8229707235631794,Undirected
1939,D,D,Pete Aguilar,Joseph Kennedy,0.8264796454264002,Undirected
1940,D,D,Pete Aguilar,Daniel Kildee,0.8539672520197275,Undirected
1941,D,D,Pete Aguilar,Derek Kilmer,0.910259962362406,Undirected
1942,D,D,Pete Aguilar,Ann Kuster,0.859391188122457,Undirected
1943,D,D,Pete Aguilar,Robin Kelly,0.8791450551635505,Undirected
1947,D,D,Pete Aguilar,Sander Levin,0.8701713092813589,Undirected
1948,D,D,Pete Aguilar,John Lewis,0.8153472420513893,Undirected
1949,D,D,Pete Aguilar,Zoe Lofgren,0.708422738563193,Undirected
1950,D,D,Pete Aguilar,Nita Lowey,0.8552553218725685,Undirected
1952,D,D,Pete Aguilar,Barbara Lee,0.7787286842885628,Undirected
1954,D,D,Pete Aguilar,John Larson,0.8360658974980966,Undirected
1955,D,D,Pete Aguilar,James Langevin,0.8786937865630193,Undirected
1956,D,D,Pete Aguilar,Rick Larsen,0.8375096151075203,Undirected
1957,D,D,Pete Aguilar,Stephen Lynch,0.8546381372217798,Undirected
1958,D,D,Pete Aguilar,Daniel Lipinski,0.8383517529512139,Undirected
1960,D,D,Pete Aguilar,David Loebsack,0.8820823298314344,Undirected
1964,D,D,Pete Aguilar,Ben Luján,0.8555184318827653,Undirected
1969,D,D,Pete Aguilar,Alan Lowenthal,0.8368666271243321,Undirected
1970,D,D,Pete Aguilar,Michelle Lujan Grisham,0.8385173594391027,Undirected
1971,D,D,Pete Aguilar,Brenda Lawrence,0.8566947720262066,Undirected
1972,D,D,Pete Aguilar,Ted Lieu,0.8427216927453169,Undirected
1975,D,D,Pete Aguilar,Carolyn Maloney,0.8520775624787555,Undirected
1976,D,D,Pete Aguilar,James McGovern,0.8573105136905462,Undirected
1977,D,D,Pete Aguilar,Jim McDermott,0.8465258256592954,Undirected
1979,D,D,Pete Aguilar,Gregory Meeks,0.824791899622564,Undirected
1980,D,D,Pete Aguilar,Betty McCollum,0.8321068072705118,Undirected
1988,D,D,Pete Aguilar,Gwen Moore,0.8579978831517416,Undirected
1989,D,D,Pete Aguilar,Doris Matsui,0.8760869671372704,Undirected
1991,D,D,Pete Aguilar,Jerry McNerney,0.8454970215465754,Undirected
1998,D,D,Pete Aguilar,Sean Maloney,0.9112166632780211,Undirected
2000,D,D,Pete Aguilar,Grace Meng,0.8344734271330065,Undirected
2003,D,D,Pete Aguilar,Patrick Murphy,0.8709009850993641,Undirected
2007,D,D,Pete Aguilar,Seth Moulton,0.8646340831513097,Undirected
2009,D,D,Pete Aguilar,Jerrold Nadler,0.7633728827521103,Undirected
2010,D,D,Pete Aguilar,Richard Neal,0.8619103293235757,Undirected
2011,D,D,Pete Aguilar,Richard Nolan,0.8290584629870639,Undirected
2012,D,D,Pete Aguilar,Grace Napolitano,0.8146019489441692,Undirected
2018,D,D,Pete Aguilar,Donald Norcross,0.9016904649322255,Undirected
2021,D,D,Pete Aguilar,Beto O'Rourke,0.8114265017215662,Undirected
2022,D,D,Pete Aguilar,Frank Pallone,0.8491667059333223,Undirected
2023,D,D,Pete Aguilar,Bill Pascrell,0.8351928803648306,Undirected
2024,D,D,Pete Aguilar,Nancy Pelosi,0.837612200424616,Undirected
2025,D,D,Pete Aguilar,Collin Peterson,0.6988736483244553,Undirected
2027,D,D,Pete Aguilar,David Price,0.8327756414609675,Undirected
2031,D,D,Pete Aguilar,Ed Perlmutter,0.8420045346667566,Undirected
2033,D,D,Pete Aguilar,Chellie Pingree,0.8204954724489504,Undirected
2034,D,D,Pete Aguilar,Jared Polis,0.7766968123242455,Undirected
2038,D,D,Pete Aguilar,Donald Payne,0.7685116371655911,Undirected
2041,D,D,Pete Aguilar,Mark Pocan,0.8120688886193625,Undirected
2042,D,D,Pete Aguilar,Scott Peters,0.9098091134352538,Undirected
2045,D,D,Pete Aguilar,Mike Quigley,0.8494933544343777,Undirected
2046,D,D,Pete Aguilar,Charles Rangel,0.814435155126924,Undirected
2050,D,D,Pete Aguilar,Lucille Roybal-Allard,0.8744663685372647,Undirected
2052,D,D,Pete Aguilar,Bobby Rush,0.81523610274522,Undirected
2055,D,D,Pete Aguilar,C. Ruppersberger,0.8482481817423043,Undirected
2056,D,D,Pete Aguilar,Tim Ryan,0.8480896282896335,Undirected
2064,D,D,Pete Aguilar,Cedric Richmond,0.8348941556943132,Undirected
2071,D,D,Pete Aguilar,Raul Ruiz,0.8767417207427433,Undirected
2073,D,D,Pete Aguilar,Kathleen Rice,0.8621064632716564,Undirected
2077,D,D,Pete Aguilar,Loretta Sanchez,0.8709752723851159,Undirected
2079,D,D,Pete Aguilar,Robert Scott,0.7922638609639511,Undirected
2081,D,D,Pete Aguilar,José Serrano,0.8374462335830798,Undirected
2083,D,D,Pete Aguilar,Brad Sherman,0.8392825116756701,Undirected
2085,D,D,Pete Aguilar,Louise Slaughter,0.8570186992363291,Undirected
2086,D,D,Pete Aguilar,Adam Smith,0.7647962485674795,Undirected
2089,D,D,Pete Aguilar,Janice Schakowsky,0.845217343710601,Undirected
2091,D,D,Pete Aguilar,Adam Schiff,0.86027367611148,Undirected
2093,D,D,Pete Aguilar,Linda Sánchez,0.8526090282101223,Undirected
2094,D,D,Pete Aguilar,David Scott,0.8537494184516163,Undirected
2095,D,D,Pete Aguilar,Albio Sires,0.8518606538867548,Undirected
2096,D,D,Pete Aguilar,John Sarbanes,0.8635639142552938,Undirected
2098,D,D,Pete Aguilar,Jackie Speier,0.8041693760222561,Undirected
2101,D,D,Pete Aguilar,Kurt Schrader,0.7772756624450066,Undirected
2103,D,D,Pete Aguilar,Terri Sewell,0.8538091024918666,Undirected
2107,D,D,Pete Aguilar,Kyrsten Sinema,0.7782605753219174,Undirected
2109,D,D,Pete Aguilar,Eric Swalwell,0.8899806266883807,Undirected
2112,D,D,Pete Aguilar,Bennie Thompson,0.8678556279079117,Undirected
2114,D,D,Pete Aguilar,Mike Thompson,0.8587856187961753,Undirected
2117,D,D,Pete Aguilar,Niki Tsongas,0.8111483414130622,Undirected
2119,D,D,Pete Aguilar,Dina Titus,0.838490220292805,Undirected
2120,D,D,Pete Aguilar,Paul Tonko,0.834115316480049,Undirected
2122,D,D,Pete Aguilar,Mark Takano,0.8255323824494295,Undirected
2123,D,D,Pete Aguilar,Mark Takai,0.8526905706910517,Undirected
2124,D,D,Pete Aguilar,Norma Torres,0.8902867149173841,Undirected
2127,D,D,Pete Aguilar,Nydia Velázquez,0.7246722177013837,Undirected
2128,D,D,Pete Aguilar,Peter Visclosky,0.8401809261902826,Undirected
2129,D,D,Pete Aguilar,Chris Van Hollen,0.8369428410630484,Undirected
2131,D,D,Pete Aguilar,Juan Vargas,0.8977023906212509,Undirected
2132,D,D,Pete Aguilar,Marc Veasey,0.8904059905588974,Undirected
2133,D,D,Pete Aguilar,Filemon Vela,0.864623630033383,Undirected
2134,D,D,Pete Aguilar,Maxine Waters,0.7991123526080701,Undirected
2139,D,D,Pete Aguilar,Debbie Wasserman Schultz,0.7759244125780717,Undirected
2141,D,D,Pete Aguilar,Timothy Walz,0.8527100705350661,Undirected
2142,D,D,Pete Aguilar,Peter Welch,0.7922304636145452,Undirected
2145,D,D,Pete Aguilar,Frederica Wilson,0.790267815809726,Undirected
2156,D,D,Pete Aguilar,Bonnie Watson Coleman,0.8243580349272004,Undirected
2158,D,D,Pete Aguilar,John Yarmuth,0.8092705163273284,Undirected
2597,D,D,Brad Ashford,Xavier Becerra,0.6909556246806611,Undirected
2598,D,D,Brad Ashford,Sanford Bishop,0.7995966650986606,Undirected
